,company,Founded Date,website,Headquarters Location,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,age,founding_year,org_uuid,snapshot_in_window
821,Shennon Biotechnologies,2021-04-01,https://www.shennonbio.com/,"San Francisco, California, United States","Biotechnology, Health Care, Science and Engineering",1.0,Seed,2023-03-13,13000000.0,Seed,13000000.0,Private,,,,,,2,2021,5757,False
822,Atlas Magnetics,2021-06-01,https://www.atlasmagnetics.com,"Reno, Nevada, United States","Consumer Electronics, Hardware, Other, Professional Services, Science and Engineering",2.0,Early Stage Venture,2023-01-10,26000000.0,Series B,48800000.0,Private,,,0.0,0.0,Basic Electric Elements,2,2021,5758,False
824,Mana Interactive,2021-01-01,https://www.mana.app/,"Boston, Massachusetts, United States","Financial Services, Gaming",1.0,Seed,2021-12-16,7000000.0,Seed,7000000.0,Private,,,,,,2,2021,5759,False
825,Truss,2019-01-01,https://www.trusspayments.com,"San Francisco, California, United States","Financial Services, Mobile, Other, Payments, Real Estate, Software",7.0,,2022-11-03,4010000.0,Venture - Series Unknown,5020937.0,Private,,,0.0,0.0,,4,2019,5760,False
827,Dovly,2018-04-02,https://www.dovly.com,"Scottsdale, Arizona, United States","Financial Services, Lending and Investments, Other",3.0,Seed,2021-07-18,3000000.0,Seed,5850000.0,Private,,,0.0,2.0,,5,2018,5761,False
828,block a,2018-01-01,https://www.blocka.com,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Internet Services, Mobile, Platforms, Real Estate, Software, Travel and Tourism",2.0,Seed,2021-08-24,5000000.0,Seed,5000000.0,Private,,,,,,5,2018,5762,False
831,Zest,2021-08-01,https://www.zest.co,"New York, New York, United States",Commerce and Shopping,1.0,Seed,2022-11-15,4200000.0,Seed,4200000.0,Private,,,0.0,1.0,,2,2021,5763,False
834,Abstract,2020-05-01,https://abstract.us,"Los Angeles, California, United States","Government and Military, Information Technology, Internet Services, Software",4.0,Seed,2021-08-11,1901005.0,Seed,2568505.0,Private,,,,,,3,2020,5764,False
835,MorphImmune,2020-01-01,https://www.morphimmune.com/,"West Lafayette, Indiana, United States","Biotechnology, Health Care, Science and Engineering",2.0,M&A,2023-05-16,15000000.0,Venture - Series Unknown,32135765.0,Private,,,,,,3,2020,5765,False
851,Hellosaurus,2019-01-01,https://www.hellosaurus.com/,"New York, New York, United States","Education, Internet Services, Software",3.0,M&A,2022-01-10,,Seed,3625000.0,Private,,,,,,4,2019,5766,False
855,The Good Patch,2018-01-01,https://thegoodpatch.com,"Los Angeles, California, United States","Consumer Goods, Health Care",2.0,,2022-01-13,5000000.0,Venture - Series Unknown,6500000.0,Private,,,,,,5,2018,5767,False
861,'nuffsaid,2019-05-29,https://www.nuffsaid.com/,"Salt Lake City, Utah, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",3.0,Seed,2020-09-01,4000000.0,Seed,8300000.0,Private,,,,,,4,2019,5768,False
862,Ryse Health,2021-01-01,https://www.rysehealth.com/,"Arlington, Virginia, United States",Health Care,2.0,Early Stage Venture,2023-03-02,6500000.0,Series A,9900000.0,Private,,,,,,2,2021,5769,False
864,Roboto AI,2022-01-01,https://www.roboto.ai,"Seattle, Washington, United States","Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",1.0,Seed,2023-04-06,4800000.0,Seed,4800000.0,Private,,,0.0,0.0,,1,2022,5770,False
866,SolCyber,2020-01-01,https://www.solcyber.com/,"Dallas, Texas, United States","Consumer Electronics, Hardware, Information Technology, Privacy and Security",1.0,Early Stage Venture,2021-07-29,20000000.0,Series A,20000000.0,Private,,,0.0,1.0,,3,2020,5771,False
870,Dianthus,2021-01-01,https://www.dianthuscommerce.com/,"Cambridge, Massachusetts, United States","Artificial Intelligence, Commerce and Shopping, Consumer Goods, Data and Analytics, Science and Engineering, Software",2.0,Seed,2022-03-08,11500000.0,Seed,11500000.0,Private,,,,,,2,2021,5772,False
876,co:census,2018-06-18,http://cocensus.io,"New York, New York, United States","Apps, Artificial Intelligence, Data and Analytics, Design, Information Technology, Mobile, Other, Social Impact, Software",4.0,Seed,2023-07-13,150000.0,Non-equity Assistance,2277000.0,Private,,,0.0,3.0,Musical Instruments; Acoustics,5,2018,5773,False
877,BridGene Biosciences,2018-01-01,http://bridgenebio.com/,"Sunnyvale, California, United States","Biotechnology, Health Care, Science and Engineering",2.0,Early Stage Venture,2022-07-27,38500000.0,Series B,50500000.0,Private,,,6.0,1.0,Medical Or Veterinary Science; Hygiene,5,2018,5774,False
878,Perimeter,2019-01-01,https://perimeterplatform.com/,"Berkeley, California, United States",Government and Military,4.0,Seed,2023-10-04,125000.0,Grant,125000.0,Private,,,,,,4,2019,5775,False
884,T2,2022-01-01,https://www.t2.social,"Berkeley, California, United States","Content and Publishing, Internet Services, Media and Entertainment",1.0,Seed,2023-01-13,1100000.0,Seed,1100000.0,Private,,,0.0,1.0,,1,2022,5776,False
888,Altis,2019-01-01,https://altis.ai,"Fort Lauderdale, Florida, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Sports",5.0,Seed,2022-04-26,3000000.0,Seed,22360000.0,Private,,,1.0,0.0,Computing; Calculating,4,2019,5777,False
889,Verica,2018-01-01,https://www.verica.io/,"Fairfax, Virginia, United States","Science and Engineering, Software",1.0,Early Stage Venture,2022-01-18,12000000.0,Series A,12000000.0,Private,,,,,,5,2018,5778,False
891,MySimplePetLab,2019-01-01,https://mysimplepetlab.com,"Centennial, Colorado, United States","Community and Lifestyle, Health Care",2.0,Early Stage Venture,2022-11-10,5000000.0,Series A,6650000.0,Private,,,0.0,1.0,,4,2019,5779,False
896,Stately,2021-04-15,https://stately.ai,"Orlando, Florida, United States",Software,1.0,Seed,2021-05-01,2000000.0,Seed,2000000.0,Private,,,,,,2,2021,5780,False
897,Vooma,2023-01-01,https://www.vooma.ai,"San Francisco, California, United States","Financial Services, Other, Software, Transportation",1.0,Seed,2023-04-05,500000.0,Pre-Seed,500000.0,Private,,,,,,0,2023,5781,False
903,Privafy,2019-01-01,https://www.privafy.com/,"Burlington, Massachusetts, United States","Information Technology, Internet Services, Privacy and Security",1.0,,2020-01-22,22000000.0,Venture - Series Unknown,22000000.0,Private,,,0.0,2.0,,4,2019,5782,False
904,The Planting Hope,2020-01-01,https://www.plantinghopecompany.com/,"West Chicago, Illinois, United States","Commerce and Shopping, Food and Beverage",2.0,IPO,2023-10-07,4896408.0,Post-IPO Debt,5381673.0,Public,2021-11-19,,,,,3,2020,5783,False
905,Drop,2020-03-01,https://usedrop.io,"San Pedro, California, United States","Advertising, Commerce and Shopping, Information Technology, Sales and Marketing, Software",1.0,Seed,2022-09-26,5500000.0,Seed,5500000.0,Private,,,,,,3,2020,5784,False
906,Nightfall AI,2018-03-01,https://www.nightfall.ai,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Science and Engineering, Software",4.0,Early Stage Venture,2022-08-10,40000000.0,Series B,60300000.0,Private,,,1.0,2.0,,5,2018,5785,False
910,KayoThera,2019-01-01,https://kayothera.com/,"Princeton, New Jersey, United States","Biotechnology, Health Care, Science and Engineering",4.0,Early Stage Venture,2023-07-19,5200000.0,Series A,13950000.0,Private,,,2.0,1.0,Organic Chemistry,4,2019,5786,False
915,Queen of Raw,2018-01-16,https://www.queenofraw.com/,"New York, New York, United States","Blockchain and Cryptocurrency, Information Technology, Other, Software, Sustainability",6.0,,2022-11-15,,Venture - Series Unknown,1460000.0,Private,,,0.0,2.0,,5,2018,5787,False
916,Wildwonder,2018-01-01,https://drinkwildwonder.com/,"South San Francisco, California, United States","Food and Beverage, Health Care",4.0,Seed,2021-09-15,2100000.0,Seed,2200000.0,Private,,,0.0,1.0,,5,2018,5788,False
921,Athletes Unlimited,2020-01-01,https://auprosports.com/,"New York, New York, United States",Sports,1.0,,2022-09-29,30000000.0,Venture - Series Unknown,30000000.0,Private,,,0.0,3.0,,3,2020,5789,False
925,Kiira Health,2018-12-01,https://www.kiira.io,"Los Angeles, California, United States","Artificial Intelligence, Community and Lifestyle, Data and Analytics, Health Care, Science and Engineering, Software",4.0,,2022-10-06,,Venture - Series Unknown,4000000.0,Private,,,,,,5,2018,5790,False
933,Marley Medical,2021-01-01,https://www.marleymedical.com/,"Madison, Wisconsin, United States",Health Care,1.0,Seed,2021-10-14,9000000.0,Seed,9000000.0,Private,,,,,,2,2021,5791,False
935,Fast,2019-03-01,https://www.fast.co,"San Francisco, California, United States","Commerce and Shopping, Financial Services, Payments, Software",4.0,Early Stage Venture,2021-01-26,102000000.0,Series B,124500000.0,Private,,,0.0,0.0,,4,2019,5792,False
937,Agora,2018-04-12,http://www.agoraft.com/,"New York, New York, United States","Financial Services, Lending and Investments, Mobile, Payments, Software",5.0,Seed,2020-02-27,2000000.0,Seed,2000000.0,Private,,,,,,5,2018,5793,False
946,Maple,2020-01-01,https://www.growmaple.com/,"San Francisco, California, United States","Apps, Artificial Intelligence, Community and Lifestyle, Data and Analytics, Information Technology, Science and Engineering, Software",2.0,,2022-07-15,,Venture - Series Unknown,3500000.0,Private,,,,,,3,2020,5794,False
948,Gales,2020-05-01,https://www.weargales.com,"Malibu, California, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design, Health Care, Manufacturing",4.0,Early Stage Venture,2022-08-22,2581392.0,Series A,4776392.0,Private,,,,,,3,2020,5795,False
960,Ankona Capital Partners,2019-01-01,https://www.ankona.com,"Newport Beach, California, United States","Financial Services, Lending and Investments",,,,,,,Private,,,,,,4,2019,5796,False
961,Exosonic,2019-06-19,https://exosonic.com/,"Los Angeles, California, United States","Science and Engineering, Transportation",4.0,Seed,2022-05-05,4000000.0,Seed,4150000.0,Private,,,0.0,1.0,,4,2019,5797,False
4,Prewitt Ridge,2019-12-17,https://www.prewittridge.com/,"Los Angeles, California, United States",Software,5.0,Seed,2023-09-12,4100000.0,Seed,4720000.0,Private,,,,,,4,2019,5798,False
5,BuildBuddy,2019-01-01,https://buildbuddy.io/,"Palo Alto, California, United States",Software,2.0,Seed,2020-12-01,3150000.0,Seed,3300000.0,Private,,,,,,4,2019,5799,False
10,Hapbee Technologies,2019-01-01,https://hapbee.com/,"Phoenix, Arizona, United States","Consumer Electronics, Hardware, Health Care",3.0,IPO,2023-06-05,528958.0,Post-IPO Equity,9387053.0,Public,2020-10-30,,,,,4,2019,5800,False
12,Merge,2020-01-01,https://merge.dev,"San Francisco, California, United States","Data and Analytics, Information Technology, Software",3.0,Early Stage Venture,2022-10-24,55000000.0,Series B,74500000.0,Private,,,,,,3,2020,5801,False
15,Martie,2021-01-01,https://martie.com/,"Burlingame, California, United States","Administrative Services, Commerce and Shopping, Food and Beverage",1.0,Seed,2021-11-02,3000000.0,Seed,3000000.0,Private,,,,,,2,2021,5802,False
20,Betty,2022-01-01,https://betty.ca,"New York, New York, United States","Gaming, Media and Entertainment, Travel and Tourism",3.0,Seed,2023-05-02,,Seed,6800000.0,Private,,,,,,1,2022,5803,False
22,Ualett,2018-07-01,https://www.ualett.com,"Wilmington, Delaware, United States","Apps, Financial Services, Mobile, Software",1.0,,2022-10-14,50000000.0,Debt Financing,50000000.0,Private,,,,,,5,2018,5804,False
23,HomeRoom,2018-01-01,https://livehomeroom.com,"Kansas City, Missouri, United States","Commerce and Shopping, Financial Services, Information Technology, Real Estate",3.0,Seed,2022-03-15,,Seed,1850000.0,Private,,,,,,5,2018,5805,False
27,Follow,2021-01-01,https://www.follow.co/,"San Francisco, California, United States",Financial Services,1.0,Seed,2022-12-08,9000000.0,Seed,9000000.0,Private,,,,,,2,2021,5806,False
32,Ten Little,2019-01-01,https://tenlittle.com,"New York, New York, United States","Commerce and Shopping, Community and Lifestyle",3.0,Seed,2021-06-16,5000000.0,Seed,7630000.0,Private,,,,,,4,2019,5807,False
34,Beeyond,2020-06-10,https://www.beeyondmedia.com,"Miami, Florida, United States","Advertising, Media and Entertainment, Sales and Marketing, Software",3.0,Seed,2023-07-27,10050000.0,Seed,12100000.0,Private,,,0.0,1.0,,3,2020,5808,False
39,Pushkin Industries,2018-01-01,https://pushkin.fm/,"New York, New York, United States","Media and Entertainment, Music and Audio",3.0,,2021-03-24,10500005.0,Venture - Series Unknown,12795057.0,Private,,,0.0,1.0,,5,2018,5809,False
41,Fireroad,2023-01-01,https://www.fireroad.io/,"Cincinnati, Ohio, United States","Financial Services, Lending and Investments",1.0,Seed,2023-09-07,800000.0,Seed,800000.0,Private,,,,,,0,2023,5810,False
42,Moichor,2019-04-01,https://www.Moichor.com,"San Francisco, California, United States","Health Care, Information Technology",3.0,Seed,2021-04-15,4000000.0,Seed,4045000.0,Private,,,,,,4,2019,5811,False
43,Videra Health,2019-01-01,https://www.viderahealth.com/,"Orem, Utah, United States","Health Care, Travel and Tourism",1.0,Seed,2021-11-11,3000000.0,Seed,3000000.0,Private,,,0.0,1.0,,4,2019,5812,False
47,AKUVO,2019-01-01,https://akuvo.com,"Malvern, Pennsylvania, United States","Financial Services, Information Technology, Lending and Investments, Software",4.0,,2023-04-06,9999999.0,Venture - Series Unknown,12999999.0,Private,,,,,,4,2019,5813,False
56,Frontgrade Technologies,2022-10-30,https://frontgrade.com,"Colorado Springs, Colorado, United States","Commerce and Shopping, Consumer Electronics, Financial Services, Hardware, Information Technology, Manufacturing, Software",1.0,Seed,2023-09-01,1000000.0,Seed,1000000.0,Private,,,8.0,0.0,Basic Electric Elements,1,2022,5814,False
62,Modulo Bio,2020-01-01,https://www.modulo.bio,"San Diego, California, United States","Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering",1.0,Seed,2023-06-01,8000000.0,Seed,8000000.0,Private,,,,,,3,2020,5815,False
70,Adventurely,2019-01-01,http://www.adventurely.app,"New York, New York, United States","Community and Lifestyle, Other, Social Impact, Travel and Tourism",3.0,Seed,2022-09-08,100000.0,Non-equity Assistance,200000.0,Private,,,,,,4,2019,5816,False
77,"DIBS Capital (Registered as SDIB Inc), Formerly SolidBlock",2023-03-03,http://dibscapital.com,"San Francisco, California, United States","Financial Services, Real Estate",5.0,Seed,2023-08-23,,Non-equity Assistance,3800000.0,Private,,,,,,0,2023,5817,False
78,Anja Health,2021-01-01,https://anjahealth.com/,"Los Angeles, California, United States",Health Care,2.0,Seed,2022-05-09,4500000.0,Seed,4500000.0,Private,,,,,,2,2021,5818,False
87,Zulu,2021-12-01,https://www.zulu.io,"Miami, Florida, United States","Financial Services, Mobile, Payments, Software",1.0,Seed,2022-09-13,5000000.0,Seed,5000000.0,Private,,,,,,2,2021,5819,False
90,Sorriso Pharmaceuticals,2020-01-01,http://www.sorrisopharma.com,"San Diego, California, United States","Biotechnology, Health Care, Science and Engineering",1.0,Early Stage Venture,2021-12-22,31000000.0,Series A,31000000.0,Private,,,7.0,0.0,Organic Chemistry,3,2020,5820,False
106,Voomerang,2022-07-05,https://voomerang.com/,"Woonsocket, Rhode Island, United States","Community and Lifestyle, Internet Services, Other, Social Impact",1.0,Seed,2022-07-05,2000000.0,Seed,2000000.0,Private,,,,,,1,2022,5821,False
107,Offsight,2020-01-01,http://www.offsight.com,"San Francisco, California, United States","Real Estate, Software",2.0,Seed,2021-03-31,6400000.0,Seed,6400000.0,Private,,,,,,3,2020,5822,False
109,Redkik Inc.,2020-01-01,https://www.redkik.com/,"Oxford, Maryland, United States","Financial Services, Software, Transportation",6.0,Seed,2022-12-28,,Seed,3913702.0,Private,,,,,,3,2020,5823,False
111,Keystrike,2023-01-04,https://www.keystrike.com/,"Dover, Delaware, United States","Information Technology, Privacy and Security",2.0,Seed,2023-10-13,100031.0,Seed,450031.0,Private,,,,,,0,2023,5824,False
112,Torc,2021-09-01,http://opentorc.com,"Boston, Massachusetts, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",1.0,Seed,2022-03-01,5000000.0,Seed,5000000.0,Private,,,,,,2,2021,5825,False
114,Audience.co,2019-01-22,https://audience.co/,"Miami, Florida, United States","Sales and Marketing, Software",3.0,Early Stage Venture,2022-06-28,10000000.0,Series A,10450000.0,Private,,,,,,4,2019,5826,False
121,WorkMade,2022-02-10,https://workmade.com,"New City, New York, United States","Financial Services, Software",1.0,Seed,2022-05-12,1850000.0,Pre-Seed,1850000.0,Private,,,,,,1,2022,5827,False
122,Spotnana,2020-01-01,http://www.spotnana.com,"New York, New York, United States","Information Technology, Internet Services, Software, Travel and Tourism",3.0,Early Stage Venture,2022-07-26,75000000.0,Series B,116000000.0,Private,,,,,,3,2020,5828,False
131,Upside,2020-01-01,http://www.joinupside.com,"Fort Lauderdale, Florida, United States","Health Care, Information Technology, Real Estate",5.0,Seed,2022-04-20,5000000.0,Seed,7910000.0,Private,,,,,,3,2020,5829,False
133,Linen App,2018-01-01,https://linen.app,"San Francisco, California, United States","Apps, Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",5.0,Seed,2021-06-30,,Seed,1020000.0,Private,,,,,,5,2018,5830,False
135,All Raise,2018-01-01,https://www.allraise.org/,"San Francisco, California, United States","Community and Lifestyle, Financial Services, Other, Professional Services, Social Impact",2.0,,2020-11-30,11000000.0,Venture - Series Unknown,15000000.0,Private,,,,,,5,2018,5831,False
139,Mockingbird,2019-01-01,https://hellomockingbird.com/,"New York, New York, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Consumer Electronics, Consumer Goods, Design, Hardware",1.0,Seed,2019-02-26,1600000.0,Seed,1600000.0,Private,,,0.0,1.0,Land Vehicles For Travelling Otherwise Than On Rails,4,2019,5832,False
141,Cooler Heads,2018-01-01,https://www.coolerheads.com/,"San Diego, California, United States","Biotechnology, Health Care, Science and Engineering",4.0,Seed,2023-04-01,8000000.0,Seed,10500000.0,Private,,,3.0,1.0,Medical Or Veterinary Science; Hygiene,5,2018,5833,False
142,Gaia AI,2020-01-01,https://gaia-ai.eco/,"Somerville, Massachusetts, United States","Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",2.0,Seed,2022-12-07,3000000.0,Pre-Seed,3000000.0,Private,,,,,,3,2020,5834,False
146,Glewee,2020-01-01,https://glewee.com,"Los Angeles, California, United States","Advertising, Other, Sales and Marketing",2.0,Seed,2022-04-18,9000000.0,Seed,9500000.0,Private,,,,,,3,2020,5835,False
149,Tambua Health,2018-08-30,https://www.tambuahealth.com,"San Francisco, California, United States",Health Care,3.0,Seed,2020-04-17,,Seed,250000.0,Private,,,,,,5,2018,5836,False
153,Exponential AI,2018-01-01,https://www.xpms.io/#/home,"Berkeley, California, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1.0,M&A,2020-09-16,3710541.0,Venture - Series Unknown,3710541.0,Private,,,,,,5,2018,5837,False
156,Calculum,2020-01-01,https://www.calculum.ai/,"Miami, Florida, United States","Artificial Intelligence, Data and Analytics, Financial Services, Payments, Science and Engineering, Software, Transportation",1.0,Seed,2023-01-30,4191476.0,Seed,4191476.0,Private,,,0.0,0.0,,3,2020,5838,False
159,"Playback Health, Inc.",2018-01-25,http://playbackhealth.com/,"New York, New York, United States","Health Care, Information Technology, Mobile, Software",2.0,Early Stage Venture,2022-09-26,5255397.0,Series A,8245397.0,Private,,,,,,5,2018,5839,False
166,Minitable,2019-03-21,https://minitable.net,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Food and Beverage, Mobile, Science and Engineering, Software",7.0,Seed,2022-12-19,1750000.0,Debt Financing,6185000.0,Private,,,,,,4,2019,5840,False
170,RNAimmune,2020-01-01,https://www.rnaimmune.com,"Gaithersburg, Maryland, United States","Biotechnology, Health Care, Science and Engineering",3.0,Early Stage Venture,2022-03-29,27000000.0,Series A,39350000.0,Private,,,3.0,0.0,Medical Or Veterinary Science; Hygiene,3,2020,5841,False
181,Tiv,2020-04-01,https://www.tiv.co,"Chicago, Illinois, United States","Advertising, Gaming, Sales and Marketing",2.0,Seed,2022-12-28,874999.0,Seed,4374999.0,Private,,,,,,3,2020,5842,False
183,Honeypot Software,2023-01-02,https://honeypotsoftware.com,"San Francisco, California, United States","Sales and Marketing, Software",1.0,Early Stage Venture,2023-01-19,10000000.0,Series A,10000000.0,Private,,,0.0,1.0,,0,2023,5843,False
184,Aviator,2021-01-01,https://www.aviator.co,"San Francisco, California, United States",Software,3.0,Seed,2023-01-01,,Seed,2300000.0,Private,,,,,,2,2021,5844,False
192,Joshin,2019-01-01,https://joshin.com/,"Saint Paul, Minnesota, United States","Health Care, Software",2.0,Seed,2021-08-31,3500000.0,Seed,5000000.0,Private,,,,,,4,2019,5845,False
195,Deverra Therapeutics,2019-01-01,https://www.deverratx.com/,"Seattle, Washington, United States","Biotechnology, Health Care, Science and Engineering",2.0,Seed,2023-09-11,3500000.0,Grant,3575000.0,Private,,,3.0,0.0,Medical Or Veterinary Science; Hygiene,4,2019,5846,False
200,Goodbill,2021-12-01,https://www.goodbill.com/,"Seattle, Washington, United States","Apps, Health Care, Payments, Software",1.0,Seed,2021-12-01,3400000.0,Seed,3400000.0,Private,,,,,,2,2021,5848,False
202,Dalan Animal Health,2018-12-01,https://www.dalan.com,"Athens, Georgia, United States","Agriculture and Farming, Biotechnology, Health Care, Science and Engineering",3.0,Seed,2023-06-27,4500000.0,Seed,9955540.0,Private,,,,,,5,2018,5849,False
207,SOTE,2018-01-01,http://sote.com/,"Palo Alto, California, United States","Data and Analytics, Financial Services, Lending and Investments, Other, Transportation",5.0,Seed,2022-01-20,4000000.0,Seed,8355000.0,Private,,,,,,5,2018,5850,False
208,Regor Therapeutics,2018-01-01,https://www.regor.com,"Boston, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",3.0,,2021-12-10,50000000.0,Venture - Series Unknown,140000000.0,Private,,,,,,5,2018,5851,False
212,Ratio Therapeutics,2021-01-01,https://ratiotx.com,"Boston, Massachusetts, United States",Health Care,2.0,Early Stage Venture,2023-02-01,20000000.0,Series A,40000000.0,Private,,,,,,2,2021,5852,False
213,TipHaus,2018-01-01,https://www.tiphaus.com/,"Seattle, Washington, United States","Food and Beverage, Other, Professional Services, Software",3.0,,2023-03-08,3458109.0,Venture - Series Unknown,4490180.0,Private,,,,,,5,2018,5853,False
227,Skylark Labs,2021-05-01,https://skylarklabs.ai/,"Palo Alto, California, United States","Administrative Services, Artificial Intelligence, Data and Analytics, Government and Military, Hardware, Privacy and Security, Science and Engineering, Software",2.0,Seed,2023-02-23,1760000.0,Seed,2510000.0,Private,,,,,,2,2021,5854,False
229,Radical Semiconductor,2019-01-01,https://radicalsemiconductor.com/,"Studio City, California, United States","Hardware, Privacy and Security, Science and Engineering",2.0,,2023-02-22,3798745.0,Venture - Series Unknown,4933745.0,Private,,,,,,4,2019,5855,False
231,Edlink,2020-02-01,https://ed.link,"Austin, Texas, United States","Education, Software",1.0,Seed,2022-05-13,2000000.0,Seed,2000000.0,Private,,,,,,3,2020,5856,False
232,Tesseract Ventures,2018-01-01,http://tesseractventures.io,"Overland Park, Kansas, United States","Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Privacy and Security, Science and Engineering, Software",4.0,Seed,2023-04-18,,Grant,3758000.0,Private,,,28.0,9.0,Signalling,5,2018,5857,False
234,Cumulus Digital Systems,2018-01-01,https://www.cumulusds.com/,"Cambridge, Massachusetts, United States","Consumer Electronics, Hardware, Information Technology, Internet Services, Software",2.0,,2021-01-04,8000021.0,Venture - Series Unknown,12500021.0,Private,,,2.0,2.0,Hand Tools; Portable Power-Driven Tools; Manipulators,5,2018,5858,False
243,Donut,2018-12-01,https://donut.app,"Los Angeles, California, United States","Apps, Blockchain and Cryptocurrency, Financial Services, Payments, Software",3.0,Seed,2021-06-23,2000000.0,Seed,3800000.0,Private,,,0.0,6.0,,5,2018,5859,False
246,Legion Health,2021-01-01,https://legion.health,"Austin, Texas, United States","Health Care, Mobile",3.0,Seed,2022-12-13,,Seed,2000000.0,Private,,,,,,2,2021,5860,False
248,Empora Title,2020-01-01,https://www.emporatitle.com,"Columbus, Ohio, United States",,2.0,Early Stage Venture,2021-12-01,22086226.0,Series A,26686226.0,Private,,,,,,3,2020,5861,False
250,Sonr,2021-03-29,https://www.sonr.io/,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Other, Payments, Privacy and Security, Software",3.0,Seed,2023-02-17,,Seed,5000000.0,Private,,,0.0,0.0,,2,2021,5862,False
251,Cryosa,2018-01-01,https://www.cryosa.com/,"Minnesota City, Minnesota, United States","Biotechnology, Health Care, Science and Engineering",4.0,Early Stage Venture,2021-09-23,21500000.0,Series B,29750000.0,Private,,,,,,5,2018,5863,False
252,UTVATE,2019-01-01,https://utvate.com/,"San Francisco, California, United States","Hardware, Internet Services, Science and Engineering",3.0,Early Stage Venture,2022-12-30,8000000.0,Series A,13587000.0,Private,,,11.0,0.0,Electric Communication Technique,4,2019,5864,False
254,Dashy Dash,2020-05-01,http://dashydash.com,"San Francisco, California, United States","Food and Beverage, Information Technology, Software",1.0,,2023-06-26,2999998.0,Venture - Series Unknown,2999998.0,Private,,,,,,3,2020,5865,False
261,ExcepGen,2018-01-01,https://www.excepgen.com/,"San Francisco, California, United States","Biotechnology, Health Care, Science and Engineering",3.0,Seed,2023-08-24,4000000.0,Seed,4175000.0,Private,,,3.0,0.0,Organic Chemistry,5,2018,5866,False
262,Metaphore Biotechnologies,2021-01-01,https://metaphorebio.com,"Cambridge, Massachusetts, United States","Biotechnology, Data and Analytics, Design, Health Care, Science and Engineering",1.0,,2023-05-16,50000000.0,Undisclosed,50000000.0,Private,,,0.0,0.0,,2,2021,5867,False
263,Paragon Pure,2019-01-01,http://paragonpure.com,"Princeton, New Jersey, United States",Food and Beverage,8.0,Seed,2023-09-15,3900000.0,Seed,8325000.0,Private,,,0.0,0.0,,4,2019,5868,False
264,BreezeML,2022-05-21,https://www.breezeml.ai/,"Irvine, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Software",2.0,Seed,2022-11-05,4000000.0,Seed,4010000.0,Private,,,,,,1,2022,5869,False
269,pay theory,2019-01-28,https://www.paytheory.com,"Cincinnati, Ohio, United States","Education, Financial Services, Health Care, Other, Social Impact, Software",4.0,Seed,2022-02-04,2000000.0,Seed,2350000.0,Private,,,,,,4,2019,5870,False
270,Monogoto,2018-01-01,https://monogoto.io/,"Chatsworth, California, United States","Hardware, Internet Services, Software",1.0,Seed,2021-06-09,11000000.0,Seed,11000000.0,Private,,,,,,5,2018,5871,False
272,AccurKardia,2019-01-01,https://www.accurkardia.com/,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Health Care, Internet Services, Science and Engineering, Software",5.0,Seed,2023-06-20,2700000.0,Seed,4270000.0,Private,,,,,,4,2019,5872,False
275,Factored,2019-04-01,https://www.factored.ai/,"Palo Alto, California, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1.0,Seed,2020-04-15,2500000.0,Pre-Seed,2500000.0,Private,,,,,,4,2019,5873,False
277,Rondo Therapeutics,2019-12-09,http://www.rondotx.com,"Hayward, California, United States","Biotechnology, Health Care, Science and Engineering",1.0,Early Stage Venture,2022-03-02,67000000.0,Series A,67000000.0,Private,,,,,,4,2019,5874,False
279,PLOT,2021-09-20,https://www.getplot.com,"Wichita, Kansas, United States","Real Estate, Software",2.0,Seed,2023-06-05,2000000.0,Seed,3000000.0,Private,,,,,,2,2021,5875,False
289,Ender,2019-06-01,https://ender.com/,"Austin, Texas, United States","Financial Services, Real Estate, Software",2.0,,2021-01-01,,Venture - Series Unknown,7000000.0,Private,,,0.0,1.0,,4,2019,5876,False
