,company,Founded Date,website,Headquarters Location,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,age,founding_year,org_uuid,snapshot_in_window
482,Practice Axis,2021-03-01,https://practiceaxis.com,"St Louis, Missouri, United States","Health Care, Software",3.0,Seed,2023-07-21,,Seed,1085000.0,Private,,,,,,2,2021,11493,False
484,Inspiration Mobility,2021-01-01,https://inspirationmobility.com/,"Washington, District of Columbia, United States","Energy, Other, Sustainability, Transportation",2.0,Private Equity,2022-05-18,215000000.0,Private Equity,415000000.0,Private,,,,,,2,2021,11494,False
487,Carapace,2021-01-01,https://www.carapace.finance/,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software",2.0,Seed,2022-10-20,2500000.0,Pre-Seed,2500000.0,Private,,,,,,2,2021,11495,False
489,FlexCold,2021-01-01,https://flexcold.com,"Charleston, South Carolina, United States",Transportation,2.0,,2023-08-10,2000000.0,Venture - Series Unknown,4096127.0,Private,,,0.0,3.0,,2,2021,11496,False
494,OrsoBio,2021-01-01,https://orsobio.com/,"Palo Alto, California, United States","Biotechnology, Health Care, Science and Engineering",1.0,,2022-11-02,2300000.0,Grant,2300000.0,Private,,,,,,2,2021,11497,False
499,Datasaur,2019-02-01,https://www.datasaur.ai,"Sunnyvale, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",3.0,Seed,2023-08-03,4000000.0,Seed,7900000.0,Private,,,,,,4,2019,11498,False
508,Tech Chain Software - ResQ TRX,2021-11-16,https://www.resqtrx.com,"Houston, Texas, United States","Apps, Mobile, Software, Transportation",3.0,Seed,2023-01-27,,Seed,580000.0,Private,,,,,,2,2021,11499,False
509,BurnRate,2018-01-23,https://burnrate.io,"Tallahassee, Florida, United States","Information Technology, Professional Services, Sales and Marketing",2.0,Seed,2021-07-01,800000.0,Pre-Seed,900000.0,Private,,,,,,5,2018,11500,False
516,Tactive,2020-01-01,https://tactivewealth.com/,"Jacksonville, Florida, United States",Financial Services,1.0,Seed,2022-01-01,1800000.0,Seed,1800000.0,Private,,,,,,3,2020,11501,False
522,Bambi,2022-01-01,https://hibambi.com/,"Great Neck, New York, United States","Health Care, Software, Transportation",1.0,,2023-06-02,3750000.0,Venture - Series Unknown,3750000.0,Private,,,,,,1,2022,11502,False
537,Libation Labs,2022-01-04,https://www.libationlabs.io/,"San Francisco, California, United States","Apps, Blockchain and Cryptocurrency, Financial Services, Food and Beverage, Internet Services, Mobile, Payments, Software",1.0,Seed,2022-02-28,600000.0,Pre-Seed,600000.0,Private,,,,,,1,2022,11503,False
542,MelliCell,2020-01-01,https://www.mellicell.com,"Newton, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",1.0,,2022-10-04,2899555.0,Venture - Series Unknown,2899555.0,Private,,,,,,3,2020,11504,False
543,Flow Medical,2020-01-01,https://www.flowmedical.co,"Chicago, Illinois, United States",Health Care,2.0,Seed,2023-06-15,1000000.0,Seed,1200000.0,Private,,,,,,3,2020,11505,False
553,Staged Ventures,2022-07-04,http://www.staged.ventures,"Coral Gables, Florida, United States","Financial Services, Lending and Investments",1.0,,2023-01-24,233458.0,Venture - Series Unknown,233458.0,Private,,,,,,1,2022,11506,False
563,Paper.xyz,2021-05-01,https://paper.xyz,"San Francisco, California, United States",,1.0,,2021-11-01,2000000.0,Venture - Series Unknown,2000000.0,Private,,,,,,2,2021,11507,False
564,BlueDot Photonics,2019-02-07,https://www.bluedotphotonics.com,"Kirkland, Washington, United States","Energy, Manufacturing, Natural Resources, Science and Engineering, Sustainability",6.0,Seed,2021-05-25,1000000.0,Seed,2505927.0,Private,,,,,,4,2019,11508,False
568,Ping Corporation,2021-01-01,https://www.pingcares.com/,"Chicago, Illinois, United States","Artificial Intelligence, Community and Lifestyle, Consumer Electronics, Data and Analytics, Hardware, Health Care, Software",2.0,Seed,2021-11-10,,Pre-Seed,240000.0,Private,,,,,,2,2021,11509,False
574,Merlin Investor,2021-10-01,https://www.merlininvestor.com/,"West Palm Beach, Florida, United States","Financial Services, Other",1.0,Seed,2021-09-01,1500000.0,Pre-Seed,1500000.0,Private,,,,,,2,2021,11510,False
579,Masters,2021-01-01,https://www.mastersapp.com/,"Los Angeles, California, United States","Health Care, Sports",1.0,Seed,2022-01-12,2700000.0,Seed,2700000.0,Private,,,0.0,0.0,,2,2021,11511,False
582,Lineup,2022-01-01,https://www.meetlineup.com,"Palo Alto, California, United States",Software,1.0,Seed,2022-09-01,345000.0,Pre-Seed,345000.0,Private,,,,,,1,2022,11512,False
583,Joyn,2023-05-10,https://www.joyn.one/,"Brooklyn, New York, United States","Artificial Intelligence, Data and Analytics, Other, Software",1.0,Seed,2023-07-10,120000.0,Pre-Seed,120000.0,Private,,,,,,0,2023,11513,False
594,Forte,2020-01-01,https://fortelessons.com/,"New York, New York, United States","Education, Media and Entertainment, Music and Audio, Software",1.0,Seed,2022-02-07,350000.0,Seed,350000.0,Private,,,,,,3,2020,11514,False
602,The Primo,2021-06-06,https://theprimoco.com/,"Chicago, Illinois, United States","Administrative Services, Commerce and Shopping",5.0,Late Stage Venture,2022-12-02,850000.0,Series C,4600000.0,Private,,,,,,2,2021,11515,False
608,Kyoku,2018-04-03,http://kyoku.com,"Santa Monica, California, United States","Consumer Goods, Food and Beverage, Health Care, Sports",2.0,M&A,2019-09-27,1100000.0,Pre-Seed,1200000.0,Private,,,,,,5,2018,11516,False
617,The Free Spirits Company,2019-01-01,https://drinkfreespirits.com/,"Mill Valley, California, United States","Food and Beverage, Manufacturing",1.0,Seed,2023-03-21,354500.0,Seed,354500.0,Private,,,0.0,4.0,,4,2019,11517,False
620,Brown Foods,2021-01-01,https://unrealmilk.com/,"Boston, Massachusetts, United States",Food and Beverage,1.0,Seed,2022-06-09,2360000.0,Seed,2360000.0,Private,,,,,,2,2021,11518,False
621,Odele,2019-01-01,https://odelebeauty.com,"Minneapolis, Minnesota, United States","Commerce and Shopping, Consumer Goods",1.0,,2019-10-04,1000000.0,Venture - Series Unknown,1000000.0,Private,,,0.0,4.0,,4,2019,11519,False
623,uMore,2020-01-01,https://umore.app/,"Miami, Florida, United States","Artificial Intelligence, Data and Analytics, Health Care, Mobile, Science and Engineering, Software",4.0,Seed,2021-05-31,,Non-equity Assistance,630000.0,Private,,,,,,3,2020,11520,False
630,CoAqua,2020-07-14,https://www.drinkcoaqua.com ,"Ponte Vedra, Florida, United States","Commerce and Shopping, Consumer Goods, Food and Beverage, Internet Services",3.0,,2023-05-08,2638739.0,Venture - Series Unknown,3883739.0,Private,,,0.0,2.0,,3,2020,11521,False
635,CHI Saint Joseph Health,2019-01-01,https://www.chisaintjosephhealth.org/,"Lexington, Kentucky, United States","Health Care, Other, Social Impact",3.0,,2023-09-06,1213204.0,Grant,1598204.0,Private,,,,,,4,2019,11522,False
637,Bionl,2022-07-01,https://www.bionl.ai/,"Boston, Massachusetts, United States","Artificial Intelligence, Biotechnology, Data and Analytics, Science and Engineering, Software",1.0,Seed,2022-07-15,300000.0,Pre-Seed,300000.0,Private,,,,,,1,2022,11523,False
645,Free Cash,2018-01-01,https://www.freeca.sh,"Malta, Illinois, United States",,1.0,Seed,2018-11-15,453001.0,Pre-Seed,453001.0,Private,,,,,,5,2018,11524,False
650,Blue Duck Scooters,2018-03-01,https://www.flyblueduck.com/,"San Antonio, Texas, United States",Transportation,4.0,,2020-10-06,8389241.0,Venture - Series Unknown,35589241.0,Private,,,0.0,1.0,,5,2018,11525,False
651,SMS-iT,2021-01-01,https://www.smsit.ai,"San Francisco, California, United States","Apps, Information Technology, Internet Services, Media and Entertainment, Messaging and Telecommunications, Software",1.0,Seed,2021-04-01,200000.0,Pre-Seed,200000.0,Private,,,,,,2,2021,11526,False
655,Noves,2021-05-20,https://noves.fi,"Las Vegas, Nevada, United States","Blockchain and Cryptocurrency, Data and Analytics, Other, Software",1.0,Seed,2021-10-15,1350000.0,Pre-Seed,1350000.0,Private,,,,,,2,2021,11527,False
656,Authoritive,2019-01-01,https://authoritive.co,"New York, New York, United States","Education, Software",1.0,Seed,2021-12-09,5000000.0,Seed,5000000.0,Private,,,,,,4,2019,11528,False
660,YourCoach Health,2020-01-03,https://yourcoach.health/,"Brooklyn, New York, United States","Food and Beverage, Health Care, Software",1.0,Seed,2020-09-03,1300000.0,Pre-Seed,1300000.0,Private,,,1.0,2.0,,3,2020,11529,False
661,Sharper Sense,2020-03-01,https://www.sharpersense.com/,"New York, New York, United States","Biotechnology, Health Care, Science and Engineering, Sports",8.0,Seed,2023-01-01,25000.0,Seed,719000.0,Private,,,0.0,0.0,,3,2020,11530,False
665,Open X,2018-10-30,https://www.openxeducation.com,"Long Beach, California, United States","Administrative Services, Education, Internet Services, Software",1.0,Seed,2020-04-29,450000.0,Seed,450000.0,Private,,,0.0,1.0,,5,2018,11531,False
668,ContextQA,2023-01-01,https://contextqa.com,"Austin, Texas, United States","Artificial Intelligence, Data and Analytics, Information Technology, Other, Science and Engineering, Software",1.0,Seed,2023-02-06,100000.0,Pre-Seed,100000.0,Private,,,,,,0,2023,11532,False
674,"Claudius Legal Intelligence, Inc.",2019-04-01,https://www.claudius.ai,"Princeton, New Jersey, United States","Artificial Intelligence, Data and Analytics, Professional Services, Science and Engineering, Software",1.0,Seed,2021-08-01,256000.0,Seed,256000.0,Private,,,,,,4,2019,11533,False
675,Sigma IQ,2018-01-01,https://www.sigmaiq.com/,"Seattle, Washington, United States","Data and Analytics, Financial Services, Professional Services",1.0,Seed,2019-01-23,3500000.0,Seed,3500000.0,Private,,,,,,5,2018,11534,False
683,FloVision Solutions,2020-01-01,https://flovisionsolutions.com,"South Bend, Indiana, United States","Artificial Intelligence, Data and Analytics, Food and Beverage, Software, Sustainability",4.0,Seed,2021-11-08,1100000.0,Seed,1370000.0,Private,,,,,,3,2020,11535,False
686,"Omnic Data, Inc.",2021-09-14,https://omnic.ai,"Harpswell, Maine, United States","Artificial Intelligence, Data and Analytics, Gaming, Science and Engineering, Software",2.0,Seed,2021-12-03,710000.0,Pre-Seed,830000.0,Private,,,,,,2,2021,11536,False
691,Credibly Neutral,2022-01-01,https://crediblyneutral.com/,"Brooklyn, New York, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments, Software",1.0,,2023-05-03,5500000.0,Venture - Series Unknown,5500000.0,Private,,,,,,1,2022,11537,False
698,HOKALI,2020-01-01,https://www.hokali.co,"San Francisco, California, United States","Commerce and Shopping, Education, Other, Sports, Travel and Tourism",4.0,Seed,2021-12-15,,Pre-Seed,240000.0,Private,,,0.0,1.0,,3,2020,11538,False
703,Microbial Machines,2019-01-01,https://www.microbialmachines.com/,"Andover, Massachusetts, United States","Biotechnology, Science and Engineering",1.0,,2022-05-10,3933965.0,Venture - Series Unknown,3933965.0,Private,,,,,,4,2019,11539,False
705,CorriXR Therapeutics,2022-01-01,https://www.corrixr.com/,"Wilmington, Delaware, United States","Biotechnology, Health Care, Science and Engineering",1.0,Seed,2022-07-15,5000000.0,Seed,5000000.0,Private,,,0.0,0.0,,1,2022,11540,False
714,SuperMEM,2019-01-01,https://www.supermemtech.com,"San Diego, California, United States","Artificial Intelligence, Consumer Electronics, Data and Analytics, Hardware, Information Technology, Science and Engineering, Software",4.0,,2021-06-07,1500000.0,Venture - Series Unknown,2200000.0,Private,,,4.0,0.0,Information Storage,4,2019,11541,False
717,Carmine Therapeutics,2019-01-01,https://www.carminetherapeutics.com/,"Cambridge, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",2.0,Early Stage Venture,2022-10-13,,Series A,3400000.0,Private,,,,,,4,2019,11542,False
721,Noggin Boss,2019-01-01,https://nogginboss.com,"Phoenix, Arizona, United States","Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design",1.0,Seed,2023-03-11,50000.0,Angel,50000.0,Private,,,,,,4,2019,11543,False
725,Conektto,2022-05-01,http://www.conektto.io,"Pleasanton, California, United States","Information Technology, Other, Software",2.0,Seed,2022-11-01,250000.0,Angel,500000.0,Private,,,1.0,0.0,,1,2022,11544,False
734,levAR,2019-01-01,https://levar.io,"Chicago, Illinois, United States","Commerce and Shopping, Hardware, Software",2.0,,2022-02-14,1000000.0,Convertible Note,2000000.0,Private,,,,,,4,2019,11545,False
735,Kapital DAO,2021-01-01,https://www.kapital.gg,"New York, New York, United States",Gaming,2.0,,2022-09-23,,Grant,7000000.0,Private,,,,,,2,2021,11546,False
739,interface.ai,2019-03-26,https://interface.ai,"San Francisco, California, United States","Financial Services, Software",,,,,,,Private,,,,,,4,2019,11547,False
742,Louisiana Pepper Exchange,2020-01-01,https://lapepperexchange.com/,"New Orleans, Louisiana, United States","Food and Beverage, Manufacturing",2.0,Private Equity,2021-03-17,,Private Equity,3250000.0,Private,,,2.0,1.0,Physical Or Chemical Processes Or Apparatus In General,3,2020,11548,False
745,"Troverlo, Inc",2019-01-01,https://www.troverlo.com/,"Bryan, Texas, United States","Financial Services, Internet Services, Software",1.0,Seed,2021-05-01,3600000.0,Seed,3600000.0,Private,,,,,,4,2019,11549,False
746,Indie Tech,2021-05-01,https://www.indietech.ai,"New York, New York, United States","Commerce and Shopping, Financial Services, Professional Services, Software, Transportation",2.0,,2022-08-08,600000.0,Venture - Series Unknown,600000.0,Private,,,1.0,0.0,,2,2021,11550,False
747,OutSail Shipping,2022-01-01,https://www.outsailshipping.com,"Redwood City, California, United States","Manufacturing, Transportation",1.0,Seed,2023-04-05,500000.0,Pre-Seed,500000.0,Private,,,,,,1,2022,11551,False
753,Nava,2019-01-01,https://www.navabenefits.com/,"New York, New York, United States","Administrative Services, Financial Services, Health Care",3.0,Early Stage Venture,2022-06-08,40000000.0,Series B,60000000.0,Private,,,,,,4,2019,11552,False
755,Dewey,2021-01-01,https://www.deweycommunity.com,"Old Chatham, New York, United States","Education, Government and Military, Software",1.0,,2021-12-09,885900.0,Undisclosed,885900.0,Private,,,,,,2,2021,11553,False
760,ReadySet,2020-01-01,https://readysetvr.com/,"De Pere, Wisconsin, United States","Consumer Goods, Hardware, Software",2.0,Seed,2022-05-27,3250000.0,Seed,4750000.0,Private,,,,,,3,2020,11554,False
762,Borza,2019-03-01,https://borza.com,"Los Gatos, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",2.0,Seed,2019-03-01,530000.0,Angel,670000.0,Private,,,0.0,1.0,,4,2019,11555,False
771,Uprising Food,2019-01-01,https://www.uprisingfood.com/,"Cincinnati, Ohio, United States",Food and Beverage,1.0,Early Stage Venture,2021-01-05,1250000.0,Series A,1250000.0,Private,,,,,,4,2019,11556,False
776,Pinata,2018-12-03,https://pinata.cloud,"Omaha, Nebraska, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",3.0,Early Stage Venture,2022-08-09,18000000.0,Series A,21750000.0,Private,,,,,,5,2018,11557,False
791,Remo Workspaces,2021-05-05,https://remo.club/,"Denver, Colorado, United States","Real Estate, Software, Travel and Tourism",3.0,Seed,2022-12-24,380000.0,Seed,2180000.0,Private,,,,,,2,2021,11558,False
793,Paypixl,2018-04-20,https://paypixl.io,"Tampa, Florida, United States","Apps, Consumer Electronics, Consumer Goods, Content and Publishing, Data and Analytics, Hardware, Information Technology, Media and Entertainment, Mobile, Privacy and Security, Software",2.0,Seed,2022-11-01,340000.0,Pre-Seed,740000.0,Private,,,,,,5,2018,11559,False
797,Ola,2021-01-01,https://olainvierte.com/,"New York, New York, United States","Education, Financial Services, Lending and Investments, Software",1.0,Seed,2023-01-10,120000.0,Pre-Seed,120000.0,Private,,,,,,2,2021,11560,False
798,Homebase,2022-04-13,https://homebasedao.io/,"San Francisco, California, United States","Apps, Commerce and Shopping, Financial Services, Real Estate, Software",3.0,Seed,2023-06-01,,Pre-Seed,20000.0,Private,,,,,,1,2022,11561,False
804,Southern Sky Brands,2021-01-01,https://www.southernskybrands.com/,"Canton, Mississippi, United States","Community and Lifestyle, Food and Beverage, Health Care",3.0,,2023-08-09,99992.0,Undisclosed,724992.0,Private,,,,,,2,2021,11562,False
805,SupplyPike,2018-01-01,https://www.supplypike.com,"Fayetteville, Arkansas, United States","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Hardware, Science and Engineering, Software, Transportation",1.0,Early Stage Venture,2022-07-18,25000000.0,Series B,25000000.0,Private,,,1.0,4.0,Computing; Calculating,5,2018,11563,False
806,Challenger Finance,2019-01-01,https://www.getchallenger.com,"Denver, Colorado, United States",Financial Services,2.0,M&A,2021-11-18,226000.0,Grant,1396000.0,Private,,,,,,4,2019,11564,False
807,Evinced,2018-08-15,https://www.evinced.com,"Los Altos, California, United States","Hardware, Information Technology, Software",3.0,Early Stage Venture,2022-06-23,37500000.0,Series B,57000000.0,Private,,,,,,5,2018,11565,False
808,Opaque Systems,2021-01-01,https://opaque.co/,"San Francisco, California, United States","Consumer Electronics, Data and Analytics, Hardware, Internet Services, Privacy and Security, Software",2.0,Early Stage Venture,2022-06-28,22000000.0,Series A,31500000.0,Private,,,,,,2,2021,11566,False
810,Coterie,2018-01-01,https://www.coterie.com,"New York, New York, United States","Commerce and Shopping, Consumer Goods, Health Care",4.0,,2023-03-07,,Venture - Series Unknown,34050000.0,Private,,,0.0,8.0,,5,2018,11567,False
820,Wonder Robotics,2019-01-01,https://www.wonderbotics.com/,"Wilmington, Delaware, United States","Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",2.0,Seed,2022-11-03,500000.0,Seed,4500000.0,Private,,,,,,4,2019,11568,False
825,H2cryptO,2021-02-11,https://h2crypto.io,"Atlanta, Georgia, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Payments, Software",2.0,Seed,2021-07-01,1000000.0,Seed,1050000.0,Private,,,,,,2,2021,11569,False
827,Card Blanch,2020-01-01,https://cardblanch.com/,"San Jose, California, United States",Financial Services,2.0,,2021-09-15,458987.0,Equity Crowdfunding,958987.0,Private,,,,,,3,2020,11570,False
831,ArcSpan Technologies,2020-01-01,https://www.arcspan.com/,"New York, New York, United States","Advertising, Information Technology, Media and Entertainment, Sales and Marketing, Software",1.0,Seed,2021-12-15,6000000.0,Seed,6000000.0,Private,,,,,,3,2020,11571,False
839,Bold.org,2019-01-01,https://bold.org,"Denver, Colorado, United States","Financial Services, Other, Social Impact",1.0,,2023-05-26,1000000.0,Venture - Series Unknown,1000000.0,Private,,,,,,4,2019,11573,False
842,Arnie,2020-01-01,https://www.arnie.co/,"San Francisco, California, United States","Financial Services, Lending and Investments",2.0,Seed,2021-10-11,2200000.0,Seed,2300000.0,Private,,,,,,3,2020,11574,False
846,Serenade,2019-01-01,https://serenade.ai/,"San Francisco, California, United States","Apps, Information Technology, Software",1.0,Seed,2020-11-23,2100000.0,Seed,2100000.0,Private,,,,,,4,2019,11575,False
849,Cloud Metal,2019-01-01,http://cldmtl.com,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",1.0,Early Stage Venture,2021-05-20,21000000.0,Series A,21000000.0,Private,,,,,,4,2019,11576,False
858,AFINGEN®,2019-01-01,http://afingen.tech/,"Oakland, California, United States","Agriculture and Farming, Biotechnology, Energy, Health Care, Natural Resources, Science and Engineering, Sustainability",8.0,,2023-03-01,180000.0,Grant,2561233.0,Private,,,0.0,2.0,,4,2019,11577,False
872,Acolyte Health,2022-01-01,http://www.acolytehealth.com/,"West Linn, Oregon, United States","Health Care, Information Technology",2.0,,2023-03-09,1241500.0,Venture - Series Unknown,1241500.0,Private,,,,,,1,2022,11578,False
879,Navigator Healthcare,2019-01-01,https://navigator.health/,"New York, New York, United States","Health Care, Media and Entertainment",2.0,,2022-08-22,3450000.0,Venture - Series Unknown,6425000.0,Private,,,,,,4,2019,11579,False
882,e-gree,2020-07-27,https://e-gree.app/,"Los Angeles, California, United States",Professional Services,2.0,Seed,2021-10-05,,Seed,1000000.0,Private,,,,,,3,2020,11580,False
886,Bearish OS,2020-01-01,https://www.bearishos.com/,"San Francisco, California, United States","Privacy and Security, Software",2.0,Seed,2023-01-10,100000.0,Seed,200000.0,Private,,,,,,3,2020,11581,False
887,CABRA Sports,2021-01-01,https://cabrasportshq.com,"Los Angeles, California, United States","Community and Lifestyle, Content and Publishing, Media and Entertainment, Sports",1.0,Seed,2022-04-25,2500000.0,Pre-Seed,2500000.0,Private,,,,,,2,2021,11582,False
890,CAIPA MSO,2018-01-01,http://www.caipa.net/,"New York, New York, United States",Health Care,1.0,Seed,2018-07-20,5100000.0,Seed,5100000.0,Private,,,,,,5,2018,11583,False
895,Ama Care,2022-01-01,https://www.ama-care.com/,"Redwood City, California, United States","Commerce and Shopping, Consumer Goods, Health Care",1.0,Seed,2023-09-28,500000.0,Pre-Seed,500000.0,Private,,,,,,1,2022,11584,False
898,SAVRPak,2020-01-01,https://www.savrpak.com/,"San Juan Capistrano, California, United States","Design, Food and Beverage",3.0,Early Stage Venture,2023-06-20,,Non-equity Assistance,3500000.0,Private,,,1.0,0.0,Conveying; Packing; Storing; Handling Thin Or Filamentary Material,3,2020,11585,False
901,Embry Tech,2018-01-01,http://embry.tech,"Glendale, California, United States","Community and Lifestyle, Consumer Electronics, Hardware, Health Care",4.0,Seed,2021-12-15,400000.0,Seed,1000000.0,Private,,,,,,5,2018,11586,False
907,Silvec Biologics,2019-09-01,http://www.silvec.com,"Gaithersburg, Maryland, United States","Agriculture and Farming, Biotechnology, Food and Beverage, Science and Engineering",3.0,Seed,2021-11-22,150000.0,Grant,405990.0,Private,,,1.0,0.0,Agriculture; Forestry; Animal Husbandry; Hunting; Trapping; Fishing,4,2019,11587,False
921,EdLight,2020-01-01,https://www.edlight.com/,"Boston, Massachusetts, United States","Education, Software",2.0,Seed,2023-07-13,150000.0,Non-equity Assistance,150000.0,Private,,,,,,3,2020,11588,False
925,AVA,2020-01-01,https://www.advancedvolumetric.com,"Albertville, Minnesota, United States",Real Estate,1.0,,2023-09-26,6000000.0,Venture - Series Unknown,6000000.0,Private,,,,,,3,2020,11589,False
934,Stealth Labs,2022-01-01,https://www.stealthlabs.com,"Brookline, Massachusetts, United States","Information Technology, Privacy and Security, Professional Services",1.0,Seed,2022-08-16,3249983.0,Seed,3249983.0,Private,,,0.0,1.0,,1,2022,11590,False
4,Richr,2018-01-01,https://richr.com,"Miami, Florida, United States","Financial Services, Real Estate",2.0,,2020-01-27,,Venture - Series Unknown,500000.0,Private,,,,,,5,2018,11591,False
14,Slips,2019-04-01,https://slips.com/,"Los Angeles, California, United States",Internet Services,1.0,Seed,2021-11-23,1600000.0,Pre-Seed,1600000.0,Private,,,,,,4,2019,11592,False
20,BrickBio,2019-01-01,https://www.brickbio.com/,"Boston, Massachusetts, United States","Biotechnology, Science and Engineering",1.0,Seed,2019-11-22,5000000.0,Seed,5000000.0,Private,,,5,0.0,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,4,2019,11593,False
22,Interlock,2022-01-01,https://www.tryinterlock.com/,"San Francisco, California, United States","Internet Services, Other, Sales and Marketing, Software",1.0,Seed,2023-04-05,500000.0,Pre-Seed,500000.0,Private,,,,,,1,2022,11594,False
25,Fixty,2023-07-01,https://fixty.com,"Los Angeles, California, United States","Commerce and Shopping, Other, Software, Transportation",1.0,Seed,2023-09-01,15000.0,Pre-Seed,15000.0,Private,,,,,,0,2023,11595,False
32,NutJobs,2019-01-01,https://nutjobs.com/,"Carmel, California, United States","Administrative Services, Manufacturing, Sustainability",1.0,,2023-01-06,9063185.0,Venture - Series Unknown,9063185.0,Private,,,5,0.0,Organic Macromolecular Compounds; Their Preparation Or Chemical Working-Up,4,2019,11596,False
34,Circana,2023-01-01,https://www.circana.com,"Chicago, Illinois, United States","Commerce and Shopping, Data and Analytics, Design",,,,,,,Private,,,0,35.0,,0,2023,11597,False
37,Web3 Working Group,2022-01-01,https://web3wg.org,"San Luis Obispo, California, United States","Education, Other, Social Impact, Software",1.0,Seed,2022-12-01,2000000.0,Seed,2000000.0,Private,,,,,,1,2022,11598,False
40,Panoramic,2018-01-01,https://www.panoramichq.com/,"Los Angeles, California, United States",,1.0,,2019-09-12,35000000.0,Venture - Series Unknown,35000000.0,Private,,,0,10.0,,5,2018,11599,False
43,Virus Geeks Inc.,2020-06-22,http://www.virusgeeks.com,"Dallas, Texas, United States","Biotechnology, Health Care, Information Technology, Science and Engineering",3.0,Seed,2021-09-01,5000000.0,Seed,5300000.0,Private,,,,,,3,2020,11600,False
51,Elevate Money,2020-04-01,https://elevate.money,"Newport Beach, California, United States","Financial Services, Real Estate",1.0,Seed,2021-02-01,3850000.0,Seed,3850000.0,Private,,,,,,3,2020,11601,False
52,Integrated CBD,2018-12-27,https://www.integrated-cbd.com/,"Scottsdale, Arizona, United States","Agriculture and Farming, Biotechnology, Health Care, Manufacturing, Science and Engineering, Sustainability",4.0,Early Stage Venture,2019-10-09,30000000.0,Series A,63300000.0,Private,,,0,1.0,,5,2018,11602,False
59,Mission Autism Clinics,2020-01-01,https://missionautismclinics.com/,"Sugarloaf, Pennsylvania, United States","Community and Lifestyle, Health Care, Other, Social Impact",3.0,Seed,2022-09-02,184610.0,Seed,4949610.0,Private,,,,,,3,2020,11603,False
66,UncommonGood,2020-06-20,https://uncommongood.io/,"Greenwich, Connecticut, United States","Information Technology, Internet Services, Other, Sales and Marketing, Social Impact, Software",3.0,Seed,2021-10-01,2500000.0,Seed,3620000.0,Private,,,0,0.0,,3,2020,11604,False
68,FlexTal,2018-01-01,https://www.flextal.com,"San Jose, California, United States","Administrative Services, Internet Services, Software",1.0,Seed,2021-02-01,2500000.0,Pre-Seed,2500000.0,Private,,,,,,5,2018,11605,False
72,Limit Break,2021-01-01,https://limitbreak.com/,"Park City, Utah, United States","Blockchain and Cryptocurrency, Gaming, Other",1.0,,2022-08-29,200000000.0,Venture - Series Unknown,200000000.0,Private,,,0,1.0,,2,2021,11606,False
73,JobGet,2019-01-01,https://www.jobget.com/,"Boston, Massachusetts, United States","Administrative Services, Apps, Commerce and Shopping, Information Technology, Mobile, Professional Services, Software",5.0,Early Stage Venture,2022-06-23,40000000.0,Series B,54350000.0,Private,,,0,3.0,,4,2019,11607,False
75,Synthology,2023-01-01,https://synthology.co/,"Reno, Nevada, United States","Other, Professional Services",1.0,Seed,2023-07-20,622664.0,Seed,622664.0,Private,,,,,,0,2023,11608,False
86,Panhwar Jet,2021-02-11,https://panhwarjet.com,"Woods Cross, Utah, United States","Science and Engineering, Transportation",2.0,Seed,2023-07-21,275000.0,Seed,1180000.0,Private,,,,,,2,2021,11609,False
91,Simple Homes,2019-01-01,http://www.simplehomes.com,"Denver, Colorado, United States","Hardware, Manufacturing, Real Estate, Science and Engineering, Software",2.0,,2021-04-12,3752186.0,Venture - Series Unknown,4832186.0,Private,,,,,,4,2019,11610,False
97,ApexEdge,2020-01-01,https://apexedge.com/,"Miami, Florida, United States",Information Technology,1.0,Seed,2022-01-20,4000000.0,Seed,4000000.0,Private,,,,,,3,2020,11611,False
98,Queues,2018-06-14,https://www.queues.com/,"Atlanta, Georgia, United States","Apps, Information Technology, Mobile, Software",1.0,Seed,2023-02-20,1156000.0,Seed,1156000.0,Private,,,,,,5,2018,11612,False
99,Ethopass,2018-04-16,https://ethopass.com/,"Boulder, Colorado, United States","Information Technology, Privacy and Security",7.0,Seed,2023-07-28,200000.0,Debt Financing,2460000.0,Private,,,3,5.0,Electric Communication Technique,5,2018,11613,False
