,company,Founded Date,website,Headquarters Location,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,age,founding_year,org_uuid,snapshot_in_window
201,Sense Finance,2021-01-01,https://sense.finance/,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software",1.0,Seed,2021-08-03,5200000.0,Seed,5200000.0,Private,,,,,,2,2021,11225,False
205,Altay Therapeutics,2019-01-01,https://www.altaytherapeutics.com/,"San Francisco, California, United States","Biotechnology, Health Care, Science and Engineering",6.0,Seed,2022-09-21,3000000.0,Seed,3235000.0,Private,,,,,,4,2019,11226,False
208,Curinos,2021-01-01,https://curinos.com/,"New York, New York, United States","Financial Services, Information Technology, Professional Services",,,,,,,Private,,,5,27.0,Computing; Calculating,2,2021,11227,False
212,AVEC,2020-01-01,https://avecdrinks.com/,"New York, New York, United States","Consumer Goods, Food and Beverage, Manufacturing",2.0,Seed,2021-10-14,1200000.0,Pre-Seed,1200000.0,Private,,,0,1.0,,3,2020,11228,False
227,Aeluma,2020-01-01,https://aeluma.com/,"Goleta, California, United States","Hardware, Science and Engineering, Software",3.0,IPO,2023-05-11,6050000.0,Post-IPO Equity,7601000.0,Public,2022-08-26,,1,1.0,Basic Electric Elements,3,2020,11229,False
240,Usko Privacy,2021-01-01,https://usko.app,"Miami, Florida, United States","Apps, Data and Analytics, Mobile, Software",1.0,Seed,2022-09-08,1800000.0,Seed,1800000.0,Private,,,,,,2,2021,11230,False
244,PetPair,2022-01-18,https://www.petpair.co/,"Austin, Texas, United States","Commerce and Shopping, Community and Lifestyle",2.0,Seed,2022-09-30,1100000.0,Pre-Seed,1200000.0,Private,,,,,,1,2022,11231,False
255,MakeDashy,2020-01-01,https://www.makedashy.com/,"San Jose, California, United States","Artificial Intelligence, Data and Analytics, Sales and Marketing, Science and Engineering, Software",2.0,Seed,2022-10-19,1114710.0,Seed,1612314.0,Private,,,,,,3,2020,11232,False
267,Revery,2021-01-01,https://www.reverylab.com/,"San Francisco, California, United States",Health Care,1.0,Seed,2021-08-03,2000000.0,Pre-Seed,2000000.0,Private,,,,,,2,2021,11233,False
271,Blue Agilis,2021-01-01,https://www.blueagilis.com/,"Carmel, Indiana, United States","Data and Analytics, Health Care, Information Technology, Software",2.0,Seed,2023-03-10,2500000.0,Seed,2500000.0,Private,,,,,,2,2021,11234,False
274,Buk Technology,2022-05-01,https://Buk.technology,"Dover, Delaware, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Payments, Software, Travel and Tourism",2.0,Seed,2023-04-19,50000.0,Pre-Seed,150000.0,Private,,,,,,1,2022,11235,False
275,Unflow,2019-01-01,https://monaru.com,"Walnut, California, United States","Apps, Information Technology, Software",2.0,Seed,2020-07-22,2000000.0,Seed,2150000.0,Private,,,0,1.0,,4,2019,11236,False
276,SmartFi,2021-01-01,https://smartfi.com/,"Orem, Utah, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",1.0,,2021-10-12,10000000.0,Initial Coin Offering,10000000.0,Private,,,,,,2,2021,11237,False
278,Split EV,2021-01-01,https://splitevcharger.com,"New York, New York, United States","Internet Services, Other, Transportation",4.0,Seed,2023-08-11,20000.0,Pre-Seed,20000.0,Private,,,,,,2,2021,11238,False
282,Sonic Wallet ( SonicWallet ),2022-06-14,https://www.sonicwallet.com/,"San Francisco, California, United States",Financial Services,2.0,Seed,2022-07-04,,Pre-Seed,125000.0,Private,,,,,,1,2022,11239,False
285,Yelo Funding,2023-01-01,https://yelofunding.com,"New York, New York, United States","Financial Services, Lending and Investments",1.0,Seed,2023-04-20,1200000.0,Pre-Seed,1200000.0,Private,,,0,0.0,,0,2023,11240,False
291,Cobot Nation,2019-01-01,https://cobotnation.com/,"Las Vegas, Nevada, United States","Hardware, Information Technology, Science and Engineering, Software",2.0,Seed,2022-07-18,615004.0,Seed,4056025.0,Private,,,0,0.0,,4,2019,11242,False
295,For Henry,2023-01-01,https://www.forhenryahc.org/,"Washington, District of Columbia, United States","Biotechnology, Health Care, Other, Science and Engineering, Social Impact",1.0,Seed,2023-03-20,2500000.0,Seed,2500000.0,Private,,,,,,0,2023,11243,False
301,Spaceship,2020-01-02,https://spaceship.run/,"Atlanta, Georgia, United States","Hardware, Information Technology, Internet Services, Software",4.0,Seed,2021-02-01,300000.0,Pre-Seed,830000.0,Private,,,,,,3,2020,11244,False
303,Monotony.ai,2018-01-01,http://monotony.ai/,"Watertown, Massachusetts, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software, Travel and Tourism",3.0,,2021-05-04,17450166.0,Venture - Series Unknown,26350169.0,Private,,,,,,5,2018,11245,False
304,Lectera,2018-12-01,https://lectera.com/en,"Miami, Florida, United States","Education, Information Technology, Internet Services, Other, Sales and Marketing, Software",1.0,Seed,2020-06-18,2100000.0,Seed,2100000.0,Private,,,,,,5,2018,11246,False
313,Deepcast.fm,2023-07-28,https://www.deepcast.fm,"Los Angeles, California, United States","Information Technology, Media and Entertainment, Software",1.0,Seed,2023-09-06,250000.0,Pre-Seed,250000.0,Private,,,,,,0,2023,11247,False
324,DataPrime,2019-08-01,https://prime.ai/,"Leesburg, Virginia, United States","Artificial Intelligence, Data and Analytics, Professional Services, Science and Engineering, Software",3.0,Seed,2022-02-04,225000.0,Seed,2102000.0,Private,,,,,,4,2019,11248,False
333,Alec's Ice Cream,2018-01-01,https://www.alecsicecream.com/,"Petaluma, California, United States","Food and Beverage, Manufacturing",1.0,,2021-01-27,1140000.0,Debt Financing,1140000.0,Private,,,,,,5,2018,11249,False
334,ChowCall,2018-06-01,https://www.chowcall.net/,"Norfolk, Virginia, United States","Administrative Services, Food and Beverage, Information Technology, Other, Software, Transportation",2.0,Seed,2023-08-15,75000.0,Grant,1075000.0,Private,,,0,5.0,,5,2018,11250,False
336,Heep,2020-01-01,https://heep.so,"San Francisco, California, United States","Administrative Services, Information Technology, Other, Professional Services, Software",2.0,Seed,2023-01-10,850000.0,Pre-Seed,850000.0,Private,,,,,,3,2020,11251,False
344,Seranova Bio,2020-01-01,https://www.seranovabio.com,"New Haven, Connecticut, United States","Biotechnology, Health Care, Science and Engineering",1.0,,2021-05-03,5049990.0,Venture - Series Unknown,5049990.0,Private,,,0,1.0,,3,2020,11252,False
345,Neon Wild,2020-10-25,https://www.neonwild.com/,"New York, New York, United States","Community and Lifestyle, Gaming, Media and Entertainment",3.0,Seed,2023-03-10,,Seed,229500.0,Private,,,0,0.0,,3,2020,11253,False
347,Reservoir Neuroscience,2019-01-01,https://www.reservoirneuro.com,"Emeryville, California, United States","Biotechnology, Health Care, Science and Engineering",3.0,,2021-08-16,3864996.0,Venture - Series Unknown,3864996.0,Private,,,,,,4,2019,11254,False
350,WeMeta,2021-01-01,https://wemeta.world,"New York, New York, United States","Blockchain and Cryptocurrency, Internet Services, Other",1.0,Seed,2021-11-03,1100000.0,Seed,1100000.0,Private,,,,,,2,2021,11255,False
365,FCTRY LAb,2022-01-01,https://fctry.la,"Los Angeles, California, United States","Design, Manufacturing",1.0,Seed,2022-12-14,6000000.0,Seed,6000000.0,Private,,,,,,1,2022,11256,False
367,MetaDine,2022-11-01,http://MetaDine.pro,"Miami Beach, Florida, United States","Food and Beverage, Hardware, Internet Services, Media and Entertainment, Sales and Marketing, Software, Travel and Tourism",,,,,,,Private,,,,,,1,2022,11257,False
369,Pixly,2019-08-15,https://pixly.ai,"Encinitas, California, United States","Artificial Intelligence, Content and Publishing, Data and Analytics, Media and Entertainment, Other, Real Estate, Science and Engineering, Software",2.0,Seed,2022-10-28,100000.0,Pre-Seed,235000.0,Private,,,1,0.0,Computing; Calculating,4,2019,11258,False
372,UCAP Power,2019-01-01,https://ucappower.com/,"San Diego, California, United States","Energy, Manufacturing, Sustainability",2.0,Seed,2021-02-22,2500000.0,Seed,2500000.0,Private,,,43,20.0,Basic Electric Elements,4,2019,11259,False
375,Coally,2021-02-10,https://coally.com/,"Delaware City, Delaware, United States",Professional Services,1.0,,2022-07-11,100000.0,Grant,100000.0,Private,,,,,,2,2021,11260,False
380,Obsesh,2020-01-01,https://www.obsesh.com,"Los Angeles, California, United States","Commerce and Shopping, Media and Entertainment, Sports",2.0,Seed,2022-02-15,,Seed,1000000.0,Private,,,,,,3,2020,11261,False
382,Quadra,2018-01-01,https://quadramarketplace.com/,"Logan, Utah, United States","Commerce and Shopping, Software",1.0,Seed,2023-03-29,1009500.0,Seed,1009500.0,Private,,,,,,5,2018,11262,False
391,Wizco,2020-01-01,https://www.wizco.io,"New York, New York, United States","Administrative Services, Professional Services, Software",1.0,Seed,2022-03-01,1750000.0,Seed,1750000.0,Private,,,,,,3,2020,11263,False
399,Stomio,2021-01-21,https://www.stomio.io,"San Francisco, California, United States",Software,1.0,Seed,2021-07-15,1000000.0,Pre-Seed,1000000.0,Private,,,,,,2,2021,11264,False
400,Sylvan Health,2020-01-01,https://sylvanhealth.com,"Nashville, Tennessee, United States","Food and Beverage, Health Care",2.0,Seed,2023-08-01,4100000.0,Seed,5850000.0,Private,,,,,,3,2020,11265,False
404,Mylance,2021-01-21,https://mylance.co/,"San Francisco, California, United States","Education, Financial Services, Professional Services, Software",1.0,Seed,2021-01-31,500000.0,Seed,500000.0,Private,,,,,,2,2021,11266,False
409,Finosec,2018-03-15,https://www.finosec.com,"Alpharetta, Georgia, United States",Financial Services,1.0,Seed,2023-07-18,2000000.0,Seed,2000000.0,Private,,,,,,5,2018,11267,False
410,Blocksfabrik,2021-01-01,https://www.blocksfabrik.com,"New York, New York, United States",Software,2.0,Seed,2023-04-05,500000.0,Pre-Seed,500000.0,Private,,,,,,2,2021,11268,False
413,m1neral,2019-02-01,https://m1neral.com/,"Houston, Texas, United States","Energy, Financial Services, Natural Resources, Software",2.0,Seed,2020-10-21,,Non-equity Assistance,1600000.0,Private,,,,,,4,2019,11269,False
414,SGH2 Energy,2020-01-01,https://www.sgh2energy.com,"Washington, District of Columbia, United States","Agriculture and Farming, Energy, Sustainability",1.0,,2022-05-11,5000000.0,Debt Financing,5000000.0,Private,,,,,,3,2020,11270,False
419,Gravy,2021-01-01,https://www.gravy.co,"St Louis, Missouri, United States","Apps, Financial Services, Real Estate, Software",1.0,Seed,2022-04-26,2600000.0,Seed,2600000.0,Private,,,,,,2,2021,11271,False
422,Hypnotoad Store,2022-11-01,https://hypnotoadstore.com/,"Dallas, Texas, United States","Clothing and Apparel, Commerce and Shopping, Design",1.0,M&A,2023-10-05,20000.0,Seed,20000.0,Private,,,,,,1,2022,11272,False
424,Firemaps,2021-01-01,https://www.firemaps.co,"San Francisco, California, United States","Information Technology, Other, Real Estate",1.0,Seed,2021-08-26,5500000.0,Seed,5500000.0,Private,,,,,,2,2021,11273,False
427,YouShd,2022-01-01,https://www.youshd.com,"Menlo Park, California, United States","Information Technology, Media and Entertainment",1.0,Seed,2022-11-28,250000.0,Pre-Seed,250000.0,Private,,,,,,1,2022,11274,False
429,Zabo,2018-01-01,https://zabo.com,"Dallas, Texas, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software",2.0,M&A,2020-03-05,2500000.0,Seed,3500000.0,Private,,,,,,5,2018,11275,False
431,Misha's Kind Foods,2018-01-01,https://www.mishaskindfoods.com,"Los Angeles, California, United States","Consumer Goods, Food and Beverage",2.0,Seed,2021-08-25,3000000.0,Seed,6000000.0,Private,,,0,1.0,,5,2018,11276,False
435,Carbon Ridge,2021-01-01,https://www.carbonridge.net,"Los Angeles, California, United States","Other, Transportation",1.0,Seed,2022-09-22,6000000.0,Seed,6000000.0,Private,,,,,,2,2021,11277,False
436,Intrepida Bio,2019-01-01,https://intrepidabio.com/,"San Diego, California, United States","Biotechnology, Science and Engineering",1.0,,2019-10-22,9500000.0,Venture - Series Unknown,9500000.0,Private,,,,,,4,2019,11278,False
447,Beyond Protocol,2018-01-01,https://www.beyond.link,"San Francisco, California, United States",Information Technology,2.0,,2022-10-01,12500000.0,Undisclosed,12500000.0,Private,,,0,0.0,,5,2018,11279,False
461,Victor FI,2021-01-01,https://victorfi.com/,"Fairmont, West Virginia, United States",Financial Services,1.0,Seed,2021-12-02,6000000.0,Seed,6000000.0,Private,,,,,,2,2021,11280,False
463,CorVent Medical,2020-03-28,https://corventmedical.com/,"Fargo, North Dakota, United States",Health Care,1.0,Seed,2020-05-11,4500000.0,Seed,4500000.0,Private,,,1,1.0,Medical Or Veterinary Science; Hygiene,3,2020,11281,False
468,Canapii,2020-07-15,http://www.canapii.com,"Portland, Oregon, United States","Events, Information Technology, Media and Entertainment, Software",2.0,,2023-01-20,2000000.0,Undisclosed,5000000.0,Private,,,,,,3,2020,11282,False
482,RCRDSHP,2021-01-01,https://app.rcrdshp.com/,"Casper, Wyoming, United States","Media and Entertainment, Music and Audio",2.0,Seed,2021-09-16,5000000.0,Seed,5000000.0,Private,,,0,8.0,,2,2021,11283,False
484,CLIP,2018-03-01,https://www.clip.bike/,"Brooklyn, New York, United States","Consumer Electronics, Hardware, Internet Services, Transportation",4.0,Seed,2022-08-01,,Non-equity Assistance,1930000.0,Private,,,,,,5,2018,11284,False
497,Legacy EV,2020-01-01,http://legacyev.com/,"Phoenix, Arizona, United States",Transportation,1.0,,2022-02-07,2710000.0,Venture - Series Unknown,2710000.0,Private,,,,,,3,2020,11286,False
512,Anchor Capital GP,2020-01-01,https://www.anchorcapitalgp.com,"Dallas, Texas, United States","Financial Services, Lending and Investments",,,,,,,Private,,,,,,3,2020,11287,False
516,DevEfficiency,2018-01-08,https://devefficiency.com,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software",1.0,Seed,2023-05-08,5000000.0,Seed,5000000.0,Private,,,,,,5,2018,11288,False
524,Lumos,2020-01-01,https://www.lumos.com/,"San Francisco, California, United States","Information Technology, Other, Privacy and Security, Software",1.0,,2022-05-03,30000000.0,Venture - Series Unknown,30000000.0,Private,,,,,,3,2020,11289,False
538,Tiger Fiber,2021-01-01,https://www.tigerfiberhemp.com/,"Saint Louis, Missouri, United States","Agriculture and Farming, Community and Lifestyle, Food and Beverage, Health Care",1.0,Seed,2021-03-26,1000000.0,Seed,1000000.0,Private,,,,,,2,2021,11290,False
543,Gluetrail,2022-01-01,https://www.gluetrail.com,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Other, Software",1.0,Seed,2023-04-05,500000.0,Pre-Seed,500000.0,Private,,,,,,1,2022,11291,False
546,Lovewick,2019-01-01,https://www.lovewick.com,"San Francisco, California, United States","Apps, Internet Services, Media and Entertainment, Other, Software",1.0,Seed,2022-02-14,1000000.0,Pre-Seed,1000000.0,Private,,,,,,4,2019,11292,False
547,Resource Chemical,2019-01-01,https://www.resourcechemicalcorp.com,"Berkeley, California, United States","Science and Engineering, Sustainability",1.0,,2020-07-07,225000.0,Grant,225000.0,Private,,,,,,4,2019,11293,False
555,Lovage Labs,2020-12-01,https://www.getlovage.com,"Lehi, Utah, United States","Software, Travel and Tourism",2.0,Seed,2022-05-01,,Pre-Seed,500000.0,Private,,,,,,3,2020,11294,False
566,"Property Source USA, Inc",2021-04-15,https://propertysource.app/,"Sarasota, Florida, United States",Real Estate,3.0,Seed,2023-03-10,,Seed,700000.0,Private,,,,,,2,2021,11295,False
567,AMNESIA Media,2018-05-03,https://www.amnesiamedia.io/,"San Francisco, California, United States","Advertising, Community and Lifestyle, Food and Beverage, Health Care, Sales and Marketing",2.0,Seed,2023-04-25,1000000.0,Seed,1120000.0,Private,,,,,,5,2018,11296,False
572,Grasshopper Kids,2022-04-01,https://www.grasshopperkids.com,"San Francisco, California, United States","Community and Lifestyle, Education",1.0,Seed,2022-12-01,1000000.0,Pre-Seed,1000000.0,Private,,,,,,1,2022,11297,False
580,Harmoniously,2022-01-01,https://www.harmoniously.com,"Denver, Colorado, United States","Health Care, Information Technology",3.0,Seed,2023-05-05,200000.0,Pre-Seed,450000.0,Private,,,,,,1,2022,11298,False
583,Folia,2021-01-01,https://www.folia.com,"Bloomington, Indiana, United States","Administrative Services, Apps, Sales and Marketing, Software",1.0,Seed,2022-05-16,2000000.0,Seed,2000000.0,Private,,,,,,2,2021,11299,False
585,FlashPCB,2020-01-01,https://www.flashpcb.com/,"Philadelphia, Pennsylvania, United States","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",1.0,,2022-09-15,256000.0,Grant,256000.0,Private,,,,,,3,2020,11300,False
589,LGX Energy,2021-01-01,https://lgxenergycorp.com,"Walla Walla, Washington, United States","Energy, Financial Services, Natural Resources",4.0,Seed,2023-05-19,165000.0,Seed,1970000.0,Private,,,,,,2,2021,11301,False
592,Clay,2021-01-01,https://carebyclay.com,"New York, New York, United States",Health Care,1.0,Seed,2021-06-01,3500000.0,Seed,3500000.0,Private,,,0,1.0,,2,2021,11302,False
595,Lapix Therapeutics,2020-01-01,https://www.lapixtherapeutics.com/,"Boston, Massachusetts, United States",Health Care,1.0,,2023-04-27,5947478.0,Venture - Series Unknown,5947478.0,Private,,,5,0.0,Medical Or Veterinary Science; Hygiene,3,2020,11303,False
601,Ned,2021-01-01,https://www.nedhelps.com/,"New York, New York, United States","Financial Services, Information Technology, Software",2.0,Seed,2023-03-01,,Pre-Seed,100000.0,Private,,,,,,2,2021,11304,False
606,Junkless,2018-01-01,https://junklessfoods.com,"Portage, Michigan, United States","Food and Beverage, Sustainability",1.0,M&A,2018-02-01,150000.0,Seed,150000.0,Private,,,0,2.0,,5,2018,11305,False
619,Winnow Fund,2018-01-01,https://winnowfund.com/,"Madison, Wisconsin, United States","Financial Services, Lending and Investments",2.0,,2020-12-31,6720000.0,Venture - Series Unknown,10220000.0,Private,,,,,,5,2018,11306,False
621,Ecosense,2019-01-01,https://ecosense.io,"San Jose, California, United States","Consumer Electronics, Hardware, Other, Real Estate",2.0,Seed,2022-06-02,960000.0,Seed,1960000.0,Private,,,0,6.0,,4,2019,11307,False
622,Musicasa,2019-11-26,https://musicasalive.com/,"Miami, Florida, United States","Media and Entertainment, Music and Audio",3.0,Seed,2023-03-01,40000.0,Angel,895000.0,Private,,,,,,4,2019,11308,False
637,Upgrade Boutique,2019-01-01,https://upgradeboutique.com,"Houston, Texas, United States","Commerce and Shopping, Consumer Goods",3.0,Seed,2023-08-14,20000.0,Seed,2720000.0,Private,,,,,,4,2019,11310,False
640,Pattern Ag,2018-01-01,https://www.pattern.ag/,"Emeryville, California, United States","Agriculture and Farming, Biotechnology, Science and Engineering",3.0,Early Stage Venture,2022-08-25,35000000.0,Series B,50000000.0,Private,,,,,,5,2018,11312,False
643,Doctivity Health,2020-01-01,https://www.doctivityhealth.com/,"Bloomsburg, Pennsylvania, United States","Health Care, Internet Services, Software",1.0,,2022-06-09,2500000.0,Venture - Series Unknown,2500000.0,Private,,,,,,3,2020,11313,False
644,Spatial Laser,2019-10-14,http://www.spatiallaser.com,"Plano, Texas, United States","Artificial Intelligence, Data and Analytics, Financial Services, Navigation and Mapping, Real Estate, Software",3.0,,2022-07-26,1568031.0,Venture - Series Unknown,1868031.0,Private,,,,,,4,2019,11314,False
645,VIAN Therapeutics,2023-04-27,https://www.viantx.com,"San Francisco, California, United States","Biotechnology, Health Care, Science and Engineering",1.0,Seed,2023-06-13,275000.0,Seed,275000.0,Private,,,,,,0,2023,11315,False
657,Beagle Services,2021-01-01,https://www.beagleservices.com,"Los Angeles, California, United States","Other, Professional Services, Real Estate",1.0,,2022-07-28,1749996.0,Venture - Series Unknown,1749996.0,Private,,,,,,2,2021,11316,False
663,Envision2bWell Inc,2019-11-08,https://www.envision2bwell.io,"West Chester, Pennsylvania, United States","Administrative Services, Apps, Health Care, Mobile, Software, Sports",1.0,Seed,2021-01-14,300000.0,Pre-Seed,300000.0,Private,,,0,0.0,,4,2019,11317,False
664,Remble,2020-12-10,https://www.remble.com/,"Tulsa, Oklahoma, United States",Health Care,1.0,Seed,2022-07-26,1400000.0,Pre-Seed,1400000.0,Private,,,,,,3,2020,11318,False
667,Taker Protocol,2021-01-01,https://taker.org/,"Palo Alto, California, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software",2.0,,2023-03-14,,Venture - Series Unknown,3000000.0,Private,,,,,,2,2021,11319,False
672,Virtual Fork,2021-01-01,https://www.virtualfork.io/,"Austin, Texas, United States","Commerce and Shopping, Financial Services, Food and Beverage, Other, Software",1.0,,2022-12-19,550000.0,Venture - Series Unknown,550000.0,Private,,,,,,2,2021,11320,False
675,Kolkata Chai,2018-01-01,https://kolkatachai.co/,"New York, New York, United States",Food and Beverage,1.0,Seed,2022-05-16,1000000.0,Pre-Seed,1000000.0,Private,,,,,,5,2018,11321,False
678,Bookshop,2018-01-01,https://bookshop.org/,"Brooklyn, New York, United States","Financial Services, Internet Services",1.0,Seed,2020-08-01,875000.0,Pre-Seed,875000.0,Private,,,0,3.0,,5,2018,11322,False
681,Blackbuck Resources,2018-01-01,https://blackbuckresources.com/,"Houston, Texas, United States","Energy, Natural Resources, Sustainability",2.0,,2022-07-18,,Debt Financing,50000000.0,Private,,,0,4.0,,5,2018,11323,False
684,NUMI,2018-01-01,https://www.numi.tech/,"New York, New York, United States","Design, Internet Services, Professional Services, Science and Engineering, Software",1.0,Seed,2020-03-17,150000.0,Seed,150000.0,Private,,,,,,5,2018,11324,False
703,Gowalla,2020-01-01,https://gowalla.com,"Saint Helena, California, United States","Internet Services, Navigation and Mapping",1.0,Seed,2021-01-28,4000000.0,Seed,4000000.0,Private,,,,,,3,2020,11325,False
705,AIxMed,2018-06-01,https://www.aixmed.com/,"Santa Clara, California, United States","Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",4.0,,2023-04-27,2750000.0,Venture - Series Unknown,11019972.0,Private,,,,,,5,2018,11326,False
709,Lazarillo,2019-08-05,https://lazarillo.app/,"Tampa, Florida, United States","Apps, Data and Analytics, Hardware, Information Technology, Internet Services, Mobile, Navigation and Mapping, Other, Software",5.0,Seed,2023-03-15,,Non-equity Assistance,1050838.0,Private,,,0,2.0,,4,2019,11327,False
714,Aiver.ai,2020-05-01,https://aiver.ai,"Mountain View, California, United States","Artificial Intelligence, Data and Analytics, Design, Financial Services, Information Technology, Other, Payments, Privacy and Security, Professional Services, Science and Engineering, Software",1.0,Seed,2020-05-12,42000000.0,Angel,42000000.0,Private,,,,,,3,2020,11328,False
716,UnifiHealth,2019-01-01,https://www.unifihealth.com,"Columbus, Ohio, United States","Administrative Services, Financial Services, Health Care, Information Technology",2.0,Seed,2021-09-22,5400000.0,Seed,6800000.0,Private,,,,,,4,2019,11329,False
733,Stablegains,2021-06-10,https://stablegains.com,"Austin, Texas, United States","Financial Services, Software",2.0,Seed,2022-04-22,3000000.0,Seed,3605000.0,Private,,,,,,2,2021,11330,False
734,Marble,2020-01-01,https://www.seemarble.com,"Cambridge, Massachusetts, United States",,2.0,Early Stage Venture,2022-12-15,11000000.0,Series A,12500000.0,Private,,,,,,3,2020,11331,False
741,Agility Bank,2020-01-01,https://www.agility.bank/,"Houston, Texas, United States","Financial Services, Lending and Investments, Other",1.0,,2022-09-14,41000000.0,Venture - Series Unknown,41000000.0,Private,,,,,,3,2020,11332,False
749,Euphrates Vascular,2018-01-01,https://euphratesvascular.com,"St Louis, Missouri, United States",Health Care,2.0,,2021-06-01,9084802.0,Venture - Series Unknown,9674802.0,Private,,,,,,5,2018,11333,False
756,Crave Hospitality Group,2019-05-01,http://www.cravehospitalitygroup.com,"Boise, Idaho, United States","Food and Beverage, Transportation",4.0,Seed,2021-07-14,3250000.0,Seed,16450000.0,Private,,,,,,4,2019,11334,False
770,Embr,2021-10-22,https://embr.org,"Austin, Texas, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Other, Payments, Software",1.0,Seed,2021-11-09,2200000.0,Pre-Seed,2200000.0,Private,,,,,,2,2021,11335,False
771,The Markup,2018-01-01,https://themarkup.org/,"New York, New York, United States","Content and Publishing, Media and Entertainment",1.0,,2018-09-23,20000000.0,Grant,20000000.0,Private,,,0,1.0,,5,2018,11336,False
780,Blue Stripes,2018-01-01,https://www.bluestripes.com/,"New York, New York, United States",Commerce and Shopping,3.0,Early Stage Venture,2021-11-17,,Series A,2749992.0,Private,,,,,,5,2018,11337,False
781,Block Tackle,2022-01-01,https://www.skatex.io/,"San Francisco, California, United States","Blockchain and Cryptocurrency, Gaming, Other",1.0,Seed,2022-03-04,5000000.0,Seed,5000000.0,Private,,,,,,1,2022,11338,False
783,Nemo,2018-03-18,https://www.usenemo.com,"San Francisco, California, United States","Administrative Services, Apps, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Other, Software",5.0,Seed,2021-09-20,50000.0,Pre-Seed,985000.0,Private,,,,,,5,2018,11339,False
786,Freede Solutions,2019-01-01,https://www.freede.co,"Marble Falls, Texas, United States",Financial Services,1.0,Seed,2021-01-29,1625000.0,Pre-Seed,1625000.0,Private,,,,,,4,2019,11340,False
787,Greenwood Finance,2020-08-01,https://www.greenwood.finance,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",2.0,Seed,2022-12-08,,Seed,2000000.0,Private,,,,,,3,2020,11341,False
794,NavaDerm,2018-01-01,https://www.navaderm.com/,"Millburn, New Jersey, United States","Consumer Goods, Health Care, Professional Services",1.0,,2021-05-25,30000000.0,Debt Financing,30000000.0,Private,,,,,,5,2018,11342,False
796,Rampay,2022-01-01,https://rampay.io,"Delaware City, Delaware, United States",Financial Services,1.0,Seed,2022-08-05,500000.0,Pre-Seed,500000.0,Private,,,,,,1,2022,11343,False
805,Wellcore,2022-01-01,https://teamwellcore.com,"Austin, Texas, United States",Health Care,1.0,,2023-03-09,350000.0,Debt Financing,350000.0,Private,,,,,,1,2022,11344,False
811,Tangram,2019-04-09,https://tangram.co,"Pittsburgh, Pennsylvania, United States","Commerce and Shopping, Data and Analytics, Other, Software",1.0,Seed,2020-01-27,287500.0,Pre-Seed,287500.0,Private,,,,,,4,2019,11345,False
812,Confidential,2018-01-01,http://confidential-company.com/,"New York, New York, United States","Information Technology, Professional Services",,,,,,,Private,,,,,,5,2018,11346,False
814,Gamers Home,2023-05-02,https://www.gamershome.studio,"Wilmington, Delaware, United States","Commerce and Shopping, Gaming, Software",2.0,Seed,2023-10-30,,Pre-Seed,,Private,,,,,,0,2023,11347,False
816,Zypsy,2018-01-01,https://zypsy.com/,"San Francisco, California, United States",Design,1.0,Seed,2018-11-06,480000.0,Seed,480000.0,Private,,,0,1.0,,5,2018,11348,False
822,Cognitive Talent Solutions,2018-08-08,http://www.cognitivetalentsolutions.com/,"Palo Alto, California, United States","Administrative Services, Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",4.0,Seed,2022-04-01,550000.0,Seed,1200000.0,Private,,,,,,5,2018,11349,False
823,Lamar Health,2021-12-01,https://lamarhealth.com,"Palo Alto, California, United States","Biotechnology, Health Care",2.0,Seed,2022-09-21,750000.0,Pre-Seed,750000.0,Private,,,,,,2,2021,11350,False
824,Rabbit,2021-06-19,https://www.rabbitapp.co/,"Madison, Wisconsin, United States","Administrative Services, Apps, Commerce and Shopping, Information Technology, Internet Services, Mobile, Software",1.0,Seed,2021-11-19,3386130.0,Seed,3386131.0,Private,,,,,,2,2021,11351,False
827,HMD Labs,2020-10-12,https://www.neuronsphere.io,"San Francisco, California, United States","Health Care, Information Technology, Software",2.0,Seed,2022-08-19,50000.0,Debt Financing,2050000.0,Private,,,,,,3,2020,11352,False
