,company,Founded Date,website,Headquarters Location,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,age,founding_year,org_uuid,snapshot_in_window
176,AvengeBio,2019-01-01,https://avengebio.com/,"Cambridge, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",2.0,Early Stage Venture,2022-01-05,45000000.0,Series A,45000000.0,Private,,,,,,4,2019,4196,False
179,PingPod,2019-07-31,https://pingpod.com/,"New York, New York, United States",Sports,3.0,Early Stage Venture,2022-03-16,10000000.0,Series A,14000000.0,Private,,,1.0,2.0,Electric Communication Technique,4,2019,4197,False
190,AtmosZero,2021-01-01,https://atmoszero.energy,"Fort Collins, Colorado, United States","Consumer Electronics, Hardware, Manufacturing",2.0,Seed,2023-06-27,7500000.0,Seed,8000000.0,Private,,,,,,2,2021,4198,False
193,Grayce,2019-01-01,http://www.withgrayce.com,"San Francisco, California, United States","Administrative Services, Health Care, Mobile",1.0,Seed,2020-06-09,3400000.0,Seed,3400000.0,Private,,,,,,4,2019,4199,False
194,Duality,2019-01-01,https://duality.ai/,"San Mateo, California, United States","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",3.0,Early Stage Venture,2021-12-07,12000000.0,Series A,15100000.0,Private,,,,,,4,2019,4200,False
196,Bluejay Therapeutics,2019-01-01,http://bluejaytx.com/,"San Francisco, California, United States","Biotechnology, Health Care, Science and Engineering",1.0,Early Stage Venture,2022-08-16,41000000.0,Series B,41000000.0,Private,,,,,,4,2019,4201,False
197,MeliBio,2020-04-07,https://www.melibio.com/,"Oakland, California, United States","Biotechnology, Food and Beverage, Health Care, Science and Engineering",9.0,Seed,2022-11-29,2200000.0,Seed,9415000.0,Private,,,,,,3,2020,4202,False
202,PrivacyHawk,2021-01-01,https://www.privacyhawk.com,"Los Angeles, California, United States","Data and Analytics, Information Technology, Other, Privacy and Security, Software",2.0,Seed,2023-07-12,1700000.0,Seed,2840000.0,Private,,,,,,2,2021,4203,False
210,Eano Home Renovation,2019-01-01,https://www.eano.com,"San Francisco, California, United States","Real Estate, Software",3.0,Early Stage Venture,2022-08-18,10000000.0,Series A,17200000.0,Private,,,,,,4,2019,4204,False
214,Lightdash,2020-04-01,https://www.lightdash.com,"San Francisco, California, United States","Data and Analytics, Design, Information Technology, Software",3.0,Seed,2022-10-06,8400000.0,Seed,8400000.0,Private,,,,,,3,2020,4205,False
217,basys.ai,2022-01-01,https://www.basys.ai,"Cambridge, Massachusetts, United States","Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",1.0,Seed,2023-07-07,2400000.0,Pre-Seed,2400000.0,Private,,,,,,1,2022,4206,False
220,Femtosense,2018-01-01,https://www.femtosense.ai/,"Palo Alto, California, United States","Hardware, Information Technology, Science and Engineering, Software",4.0,Seed,2022-10-13,,Seed,9125000.0,Private,,,2.0,1.0,Computing; Calculating,5,2018,4207,False
226,Aerwave,2019-01-01,https://aerwave.com/,"Dallas, Texas, United States","Hardware, Internet Services, Mobile",1.0,Early Stage Venture,2022-11-01,20000000.0,Series A,20000000.0,Private,,,0.0,0.0,,4,2019,4208,False
227,Tally,2020-01-01,https://www.tally.xyz,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",2.0,Seed,2021-08-12,6000000.0,Seed,7500000.0,Private,,,,,,3,2020,4209,False
230,Metaplex Studios,2021-01-01,https://www.metaplex.com,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Information Technology, Internet Services, Media and Entertainment, Other, Payments, Software",2.0,Early Stage Venture,2022-01-18,47000000.0,Series A,47000000.0,Private,,,,,,2,2021,4210,False
231,Tennr,2021-01-01,https://www.tennr.com,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Internet Services, Science and Engineering, Software",2.0,Seed,2023-05-01,4500000.0,Seed,5000000.0,Private,,,,,,2,2021,4211,False
233,Assemble,2020-01-01,https://www.assemble.inc,"San Francisco, California, United States","Administrative Services, Health Care, Professional Services, Software",2.0,Seed,2022-12-08,,Seed,5000000.0,Private,,,0.0,0.0,,3,2020,4212,False
241,Anello Photonics,2018-01-01,https://www.anellophotonics.com/,"Santa Clara, California, United States","Consumer Electronics, Hardware, Navigation and Mapping, Science and Engineering",2.0,Early Stage Venture,2021-10-21,28000000.0,Series A,28255834.0,Private,,,,,,5,2018,4213,False
243,Rowy,2021-01-01,http://www.rowy.io,"New York, New York, United States",Software,1.0,Seed,2022-12-06,3000000.0,Seed,3000000.0,Private,,,,,,2,2021,4214,False
246,Flockjay,2018-01-01,https://flockjay.com,"San Francisco, California, United States","Community and Lifestyle, Education, Internet Services, Sales and Marketing",3.0,Early Stage Venture,2021-01-14,11000000.0,Series A,14130000.0,Private,,,0.0,1.0,,5,2018,4215,False
250,Ounce of Care,2022-01-01,https://www.ounceofcare.com,"Washington, District of Columbia, United States","Community and Lifestyle, Health Care, Real Estate",1.0,Seed,2023-10-04,5200000.0,Seed,5200000.0,Private,,,,,,1,2022,4216,False
252,Matterworks,2019-01-01,https://www.matterworksbio.com,"Somerville, Massachusetts, United States","Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",4.0,Seed,2023-08-14,7500000.0,Seed,13750000.0,Private,,,,,,4,2019,4217,False
261,SeedFi,2019-03-11,https://www.seedfi.com/jobs,"San Francisco, California, United States","Financial Services, Lending and Investments",4.0,M&A,2021-09-03,,Series B,69000000.0,Private,,,,,,4,2019,4218,False
264,CareHarmony,2018-01-01,https://care-harmony.com,"Brentwood, Tennessee, United States","Health Care, Information Technology",2.0,Early Stage Venture,2022-08-15,15000000.0,Series A,17000000.0,Private,,,0.0,2.0,,5,2018,4219,False
270,Kinnick Holding Inc,2018-01-02,http://kinnickllc.com,"Chicago, Illinois, United States","Financial Services, Lending and Investments",5.0,Seed,2023-10-31,584500.0,Seed,36834500.0,Private,,,,,,5,2018,4220,False
272,Xenter,2020-01-01,https://xentermd.com/,"Draper, Utah, United States","Hardware, Health Care, Mobile",2.0,Early Stage Venture,2021-07-13,1000000.0,Debt Financing,13000000.0,Private,,,12.0,4.0,Medical Or Veterinary Science; Hygiene,3,2020,4221,False
274,Syndica,2021-01-01,https://www.syndica.io/,"Houston, Texas, United States","Blockchain and Cryptocurrency, Other, Software",1.0,Seed,2021-11-03,8000000.0,Seed,8000000.0,Private,,,,,,2,2021,4222,False
281,Reliable Energy Analytics (REA),2018-12-13,https://reliableenergyanalytics.com/,"Westfield, Massachusetts, United States","Financial Services, Government and Military, Information Technology, Privacy and Security, Software, Transportation",1.0,Seed,2021-07-01,778000.0,Seed,778000.0,Private,,,1.0,0.0,,5,2018,4223,False
286,Overproof.com,2019-01-01,http://www.overproof.com,"Miami, Florida, United States","Artificial Intelligence, Data and Analytics, Food and Beverage, Information Technology, Sales and Marketing, Software",7.0,Seed,2022-11-01,4500000.0,Convertible Note,13480500.0,Private,,,0.0,3.0,,4,2019,4224,False
287,bit.io,2019-09-01,https://bit.io/,"San Francisco, California, United States",Software,2.0,Seed,2022-10-26,7500000.0,Seed,7500000.0,Private,,,0.0,1.0,,4,2019,4225,False
289,Pear Suite,2021-01-01,https://www.pearsuite.com/,"Seattle, Washington, United States",Health Care,3.0,Seed,2023-05-16,2500000.0,Seed,2550000.0,Private,,,,,,2,2021,4226,False
291,Pacaso,2020-10-01,http://www.pacaso.com,"San Francisco, California, United States","Commerce and Shopping, Financial Services, Real Estate",5.0,Late Stage Venture,2021-09-14,125000000.0,Series C,1467000000.0,Private,,,,,,3,2020,4227,False
294,Arch,2020-05-14,https://www.arch.finance,"Brooklyn, New York, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software",2.0,Seed,2022-10-10,5000000.0,Seed,5810000.0,Private,,,0.0,115.0,,3,2020,4228,False
295,UofL Health,2019-01-01,https://uoflhealth.org,"Louisville, Kentucky, United States","Health Care, Mobile",1.0,,2023-10-09,16000000.0,Grant,16000000.0,Private,,,,,,4,2019,4229,False
297,Ojjo,2018-01-01,https://www.ojjo.com/,"San Rafael, California, United States",,2.0,Late Stage Venture,2022-09-20,40000000.0,Series C,67000000.0,Private,,,47.0,3.0,Generation; Conversion Or Distribution Of Electric Power,5,2018,4230,False
298,BlueSpace.ai,2019-01-01,https://www.bluespace.ai,"Palo Alto, California, United States","Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Transportation",4.0,,2021-01-01,,Venture - Series Unknown,3399999.0,Private,,,,,,4,2019,4231,False
302,Getta,2018-03-01,https://www.getta.co,"Philadelphia, Pennsylvania, United States","Commerce and Shopping, Internet Services, Transportation",4.0,Early Stage Venture,2021-01-01,,Series A,49000000.0,Private,,,,,,5,2018,4232,False
303,ServiceUp,2020-10-19,https://serviceup.com,"Los Gatos, California, United States","Hardware, Internet Services, Other, Transportation",1.0,Early Stage Venture,2022-09-27,14500000.0,Series A,14500000.0,Private,,,0.0,1.0,,3,2020,4233,False
305,Formation,2019-07-01,https://formation.dev,"San Francisco, California, United States","Education, Professional Services, Software",3.0,Early Stage Venture,2023-03-31,,Series A,5000000.0,Private,,,1.0,2.0,Computing; Calculating,4,2019,4234,False
307,Meadow,2021-01-01,https://www.meadowfi.com,"New York, New York, United States","Education, Financial Services, Payments, Software",2.0,Seed,2023-01-31,3500000.0,Seed,3500000.0,Private,,,,,,2,2021,4235,False
310,CrowdHealth,2021-04-01,http://www.joincrowdhealth.com,"Austin, Texas, United States","Financial Services, Health Care, Information Technology",2.0,Early Stage Venture,2022-08-08,6075000.0,Series A,12100800.0,Private,,,0.0,1.0,,2,2021,4236,False
329,talkshoplive,2018-01-01,https://talkshop.live/,"Los Angeles, California, United States","Commerce and Shopping, Consumer Goods, Content and Publishing, Media and Entertainment, Video",5.0,Seed,2023-10-16,7000000.0,Seed,18000000.0,Private,,,,,,5,2018,4237,False
330,Ubicept,2021-01-01,https://www.ubicept.com/,"Boston, Massachusetts, United States","Data and Analytics, Hardware, Software",3.0,Seed,2023-07-25,8000000.0,Seed,8000000.0,Private,,,,,,2,2021,4238,False
340,Goodpath,2019-01-01,https://www.goodpath.com,"Cambridge, Massachusetts, United States",Health Care,4.0,Seed,2022-07-01,5000000.0,Seed,12500000.0,Private,,,0.0,1.0,,4,2019,4239,False
341,Wink,2021-01-01,http://www.wink.cloud/,"Plano, Texas, United States","Artificial Intelligence, Biotechnology, Commerce and Shopping, Data and Analytics, Financial Services, Hardware, Payments, Science and Engineering, Software",2.0,Seed,2023-01-09,3000000.0,Seed,5850000.0,Private,,,,,,2,2021,4240,False
343,Modzy,2019-11-04,https://www.modzy.com,"Vienna, Virginia, United States","Artificial Intelligence, Data and Analytics, Other, Science and Engineering, Software",3.0,Seed,2022-11-09,,Non-equity Assistance,5001000.0,Private,,,,,,4,2019,4241,False
344,Business Canvas,2020-07-06,https://www.typed.do,"Santa Clara, California, United States","Administrative Services, Other, Software",7.0,Early Stage Venture,2023-03-07,,Series A,10133700.0,Private,,,,,,3,2020,4242,False
352,Breadcrumbs.io,2020-03-09,http://www.breadcrumbs.io,"San Francisco, California, United States","Data and Analytics, Sales and Marketing, Software",2.0,Seed,2021-05-10,5400000.0,Seed,5400000.0,Private,,,0.0,1.0,,3,2020,4243,False
357,Arvist,2021-07-06,https://arvist.ai/,"Chicago, Illinois, United States","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software, Transportation",2.0,Seed,2023-09-10,1000000.0,Pre-Seed,1120000.0,Private,,,,,,2,2021,4244,False
359,Start Left™ Security,2019-04-01,https://www.startleftsecurity.com/,"Jacksonville Beach, Florida, United States","Artificial Intelligence, Data and Analytics, Information Technology, Privacy and Security, Professional Services, Science and Engineering, Software",3.0,Seed,2023-06-08,3000000.0,Seed,3300000.0,Private,,,,,,4,2019,4245,False
362,Propelo,2019-01-01,https://www.propelo.ai/,"Santa Clara, California, United States","Data and Analytics, Professional Services, Science and Engineering, Software",2.0,M&A,2021-11-04,12000000.0,Series A,16000000.0,Private,,,,,,4,2019,4246,False
364,Autopilot (formerly Iris),2020-01-01,https://www.joinautopilot.com/,"Santa Monica, California, United States","Financial Services, Internet Services, Media and Entertainment",3.0,Seed,2021-12-10,3000000.0,Seed,3000000.0,Private,,,,,,3,2020,4247,False
365,WunderGraph,2020-01-01,https://wundergraph.com/,"Miami, Florida, United States","Internet Services, Software",1.0,Seed,2023-04-26,3000000.0,Seed,3000000.0,Private,,,0.0,0.0,,3,2020,4248,False
366,KingsCrowd,2018-03-01,https://kingscrowd.com/,"Boston, Massachusetts, United States","Artificial Intelligence, Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",9.0,Early Stage Venture,2021-12-14,4500000.0,Series A,6791696.0,Private,,,,,,5,2018,4249,False
367,Danti,2023-02-01,https://danti.ai,"Atlanta, Georgia, United States","Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Navigation and Mapping, Science and Engineering, Software",2.0,Seed,2023-06-21,2750000.0,Pre-Seed,2825000.0,Private,,,,,,0,2023,4250,False
371,Exeevo,2019-01-01,https://www.exeevo.com/,"New York, New York, United States","Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Information Technology, Science and Engineering, Software",1.0,,2020-01-09,20000000.0,Venture - Series Unknown,20000000.0,Private,,,0.0,2.0,,4,2019,4251,False
372,StatusPro,2020-01-01,https://www.status.pro,"Los Angeles, California, United States",,3.0,Seed,2021-11-14,,Seed,5200000.0,Private,,,,,,3,2020,4252,False
375,Nest Health,2021-01-01,https://www.nesthealth.com/,"New Orleans, Louisiana, United States",Health Care,1.0,Early Stage Venture,2023-03-23,15000000.0,Series A,15000000.0,Private,,,0.0,0.0,,2,2021,4253,False
377,Myria,2021-10-12,https://myria.us,"Los Angeles, California, United States","Commerce and Shopping, Other",2.0,Seed,2022-06-23,4300000.0,Seed,5850000.0,Private,,,,,,2,2021,4254,False
379,Upduo,2020-04-01,https://www.upduo.com,"Berkeley, California, United States","Education, Software",1.0,Seed,2023-03-13,4000000.0,Seed,4000000.0,Private,,,,,,3,2020,4255,False
380,Sieve,2022-01-01,https://www.sievedata.com/,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Hardware, Internet Services, Media and Entertainment, Science and Engineering, Software, Video",2.0,Seed,2022-11-14,4000000.0,Seed,4000000.0,Private,,,,,,1,2022,4256,False
385,RemNote,2020-01-01,https://www.remnote.io/,"Dresher, Pennsylvania, United States","Administrative Services, Artificial Intelligence, Data and Analytics, Education, Other, Software",1.0,Seed,2021-09-27,2800000.0,Seed,2800000.0,Private,,,0.0,1.0,,3,2020,4257,False
388,HouseAccount,2021-01-01,https://www.houseaccount.com,"Brooklyn, New York, United States","Real Estate, Software",1.0,,2023-05-18,15100000.0,Venture - Series Unknown,15100000.0,Private,,,,,,2,2021,4258,False
391,Opala,2020-08-01,https://www.opala.com,"Seattle, Washington, United States","Financial Services, Health Care, Software",1.0,Seed,2021-09-27,7600000.0,Seed,7600000.0,Private,,,0.0,0.0,,3,2020,4259,False
392,Async,2021-01-01,https://async.com,"New York, New York, United States","Apps, Media and Entertainment, Mobile, Music and Audio, Software",1.0,Seed,2023-05-23,4000000.0,Seed,4000000.0,Private,,,0.0,1.0,,2,2021,4260,False
396,Aalo Atomics,2023-01-01,https://www.aalo.com,"Austin, Texas, United States","Energy, Science and Engineering",1.0,Seed,2023-04-06,6260000.0,Seed,6260000.0,Private,,,,,,0,2023,4261,False
399,Kangaroo,2018-02-19,http://heykangaroo.com,"New York, New York, United States","Consumer Electronics, Hardware, Mobile, Privacy and Security",6.0,,2023-01-01,,Venture - Series Unknown,15070000.0,Private,,,,,,5,2018,4262,False
400,Zaya Care,2020-01-01,https://www.zayacare.com/,"New York, New York, United States","Financial Services, Health Care, Information Technology",2.0,Seed,2022-03-08,7600000.0,Seed,7600000.0,Private,,,,,,3,2020,4263,False
401,Onboard AI,2022-03-29,https://www.getonboard.dev/,"San Francisco, California, United States","Artificial Intelligence, Data and Analytics, Software",2.0,Seed,2023-08-17,1000000.0,Pre-Seed,1000000.0,Private,,,,,,1,2022,4264,False
404,HamsaPay,2020-01-01,http://www.hamsapay.com/,"San Francisco, California, United States","Commerce and Shopping, Financial Services",1.0,Seed,2020-03-01,5700000.0,Seed,5700000.0,Private,,,0.0,0.0,,3,2020,4265,False
417,Perceive Biotherapeutics,2020-01-01,https://perceivebio.com,"South San Francisco, California, United States","Biotechnology, Health Care, Science and Engineering",1.0,Early Stage Venture,2023-01-05,78000000.0,Series B,78000000.0,Private,,,1.0,4.0,Medical Or Veterinary Science; Hygiene,3,2020,4266,False
420,Visily,2021-10-25,https://www.visily.ai/,"Atlanta, Georgia, United States","Design, Other, Software",1.0,Seed,2023-08-16,2499999.0,Seed,2499999.0,Private,,,,,,2,2021,4267,False
421,GigFinesse,2019-06-01,https://www.gigfinesse.com/,"New York, New York, United States","Internet Services, Media and Entertainment, Music and Audio, Software",1.0,Seed,2022-09-23,3580292.0,Seed,3580292.0,Private,,,0.0,4.0,,4,2019,4268,False
425,Concerto Card,2021-01-01,https://www.concertocard.com/,"Austin, Texas, United States",,1.0,,2022-05-02,21200000.0,Venture - Series Unknown,21200000.0,Private,,,0.0,2.0,,2,2021,4269,False
430,Electives,2020-01-01,https://www.electives.io,"Boston, Massachusetts, United States","Education, Information Technology, Software",2.0,Early Stage Venture,2022-03-31,8000000.0,Series A,10250000.0,Private,,,,,,3,2020,4270,False
431,Aeldra,2019-01-01,https://www.aeldra.com/,"Palo Alto, California, United States","Financial Services, Lending and Investments",3.0,Early Stage Venture,2022-02-05,1000000.0,Series A,4000000.0,Private,,,0.0,0.0,,4,2019,4271,False
432,Tongo,2021-01-01,http://www.gettongo.com,"Brooklyn, New York, United States","Financial Services, Payments, Real Estate",3.0,,2023-04-11,,Venture - Series Unknown,10000000.0,Private,,,0.0,1.0,,2,2021,4272,False
433,Operant,2020-01-01,https://operant.ai,"San Francisco, California, United States","Information Technology, Internet Services, Privacy and Security, Software",2.0,Seed,2023-04-26,3000000.0,Seed,3000000.0,Private,,,,,,3,2020,4273,False
438,Plantd,2021-01-01,https://plantdmaterials.com,"Durham, North Carolina, United States","Manufacturing, Real Estate, Science and Engineering, Sustainability",2.0,Early Stage Venture,2023-01-11,10000000.0,Series A,10000000.0,Private,,,0.0,0.0,,2,2021,4274,False
439,Bridge Money,2019-01-01,https://www.bridgemoney.co,"Chicago, Illinois, United States","Financial Services, Lending and Investments",3.0,Seed,2022-09-28,5800000.0,Seed,7600000.0,Private,,,,,,4,2019,4275,False
445,Intramotev,2020-01-01,https://www.intramotev.com,"St Louis, Missouri, United States",Transportation,4.0,Seed,2023-05-18,200000.0,Grant,6737000.0,Private,,,,,,3,2020,4276,False
448,Redbird,2018-01-01,https://www.redbird.io,"New York, New York, United States","Data and Analytics, Information Technology, Software",2.0,Seed,2022-10-12,7600000.0,Seed,7600000.0,Private,,,,,,5,2018,4277,False
457,Crate,2021-01-01,https://www.crate.co/,"Los Angeles, California, United States","Artificial Intelligence, Data and Analytics, Internet Services, Science and Engineering, Software",2.0,Seed,2023-08-23,5000000.0,Seed,5300000.0,Private,,,,,,2,2021,4278,False
463,Hoplark,2018-01-01,https://hoplark.com,"Boulder, Colorado, United States","Commerce and Shopping, Food and Beverage, Other",1.0,,2023-09-14,5943058.0,Venture - Series Unknown,5943058.0,Private,,,1.0,3.0,"Foods Or Foodstuffs; Their Treatment, Not Covered By Other Classes",5,2018,4279,False
466,Ansible Labs,2022-01-01,https://www.ansiblelabs.xyz,"San Francisco, California, United States","Blockchain and Cryptocurrency, Financial Services, Payments, Software",1.0,Seed,2022-08-10,7000000.0,Seed,7000000.0,Private,,,,,,1,2022,4280,False
470,Atsign,2019-06-11,https://www.atsign.com,"San Jose, California, United States","Information Technology, Internet Services, Privacy and Security, Software",2.0,Seed,2021-07-06,8000000.0,Seed,11000000.0,Private,,,,,,4,2019,4281,False
472,Matchpoint Therapeutics,2021-01-01,https://matchpointtx.com/,"Cambridge, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",2.0,Early Stage Venture,2022-10-14,70000000.0,Series A,100000000.0,Private,,,,,,2,2021,4282,False
473,True Essence Foods,2021-05-01,https://trueessencefoods.com/,"Indianapolis, Indiana, United States","Food and Beverage, Manufacturing",2.0,Early Stage Venture,2023-08-14,27633632.0,Series B,32883632.0,Private,,,,,,2,2021,4283,False
474,Cognida.ai,2022-01-01,https://cognida.ai/,"Lincolnshire, Illinois, United States","Artificial Intelligence, Data and Analytics, Information Technology, Science and Engineering, Software",1.0,,2023-02-18,4702647.0,Venture - Series Unknown,4702647.0,Private,,,,,,1,2022,4284,False
476,Mantium,2021-01-08,https://www.mantiumai.com,"New Albany, Ohio, United States","Data and Analytics, Information Technology, Internet Services, Software",1.0,Seed,2021-11-09,12750000.0,Seed,12750000.0,Private,,,0.0,1.0,,2,2021,4285,False
478,HyperSphere Technologies,2019-01-30,https://www.hyperspheretech.com,"Alpharetta, Georgia, United States","Information Technology, Privacy and Security, Software",1.0,Seed,2023-11-02,3320000.0,Seed,3320000.0,Private,,,,,,4,2019,4286,False
480,Larkspur Biosciences,2020-01-01,https://larkspur.bio,"Watertown, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering",2.0,Early Stage Venture,2023-05-23,35500000.0,Series A,35500000.0,Private,,,,,,3,2020,4287,False
486,FloorFound,2020-01-01,https://floorfound.com,"Austin, Texas, United States","Commerce and Shopping, Consumer Goods, Information Technology, Sales and Marketing, Software, Transportation",3.0,Early Stage Venture,2022-05-19,10500000.0,Series A,15150000.0,Private,,,,,,3,2020,4288,False
487,Game.tv,2018-01-01,https://www.game.tv/,"Campbell, California, United States","Artificial Intelligence, Data and Analytics, Gaming, Science and Engineering, Software, Sports",1.0,Early Stage Venture,2019-12-12,25000000.0,Series A,25000000.0,Private,,,,,,5,2018,4289,False
493,MaxRetail,2018-01-01,https://www.maxretail.com/,"Palm Beach Gardens, Florida, United States","Commerce and Shopping, Other, Sales and Marketing",3.0,Seed,2022-12-22,5877825.0,Seed,5877825.0,Private,,,,,,5,2018,4290,False
499,Ceremorphic,2020-01-01,https://ceremorphic.com,"San Jose, California, United States","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",1.0,Early Stage Venture,2022-01-24,50000000.0,Series A,50000000.0,Private,,,,,,3,2020,4291,False
502,TerraTrue,2018-12-12,https://terratrue.com,"San Francisco, California, United States","Privacy and Security, Professional Services, Software",2.0,Early Stage Venture,2021-04-29,15000000.0,Series A,19500000.0,Private,,,1.0,0.0,Computing; Calculating,5,2018,4292,False
507,Optimism,2019-01-01,https://optimism.io/,"New York, New York, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",4.0,,2022-11-30,,Undisclosed,178500000.0,Private,,,,,,4,2019,4293,False
509,Wabbi,2018-01-01,https://www.wabbisoft.com,"Boston, Massachusetts, United States","Information Technology, Privacy and Security, Software",2.0,Seed,2021-11-02,2000000.0,Seed,2000000.0,Private,,,,,,5,2018,4294,False
510,Axena Health,2023-01-01,https://axenahealth.com/,"Newton, Massachusetts, United States",Health Care,2.0,Private Equity,2023-08-08,26800000.0,Private Equity,51800000.0,Private,,,,,,0,2023,4295,False
511,The Naked Market,2019-01-01,https://www.thenakedmarket.com,"San Francisco, California, United States","Commerce and Shopping, Food and Beverage",2.0,Early Stage Venture,2021-11-11,27500000.0,Series A,33500000.0,Private,,,,,,4,2019,4296,False
512,Whym,2018-08-01,https://whymwallet.com,"Los Angeles, California, United States","Commerce and Shopping, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Software",5.0,,2023-01-01,,Venture - Series Unknown,8600000.0,Private,,,0.0,1.0,,5,2018,4297,False
516,Fello,2019-01-01,https://hifello.com/,"Cleveland, Ohio, United States","Commerce and Shopping, Other, Real Estate, Sales and Marketing, Software",2.0,,2022-06-28,,Debt Financing,25000000.0,Private,,,0.0,2.0,,4,2019,4298,False
520,Tandem Chat,2019-01-01,https://tandem.chat/,"San Francisco, California, United States","Apps, Internet Services, Software",2.0,Early Stage Venture,2019-09-24,,Series A,7500000.0,Private,,,,,,4,2019,4299,False
532,Xylem AI,2023-01-01,https://xylem.ai,"San Francisco, California, United States",Software,1.0,Seed,2023-06-24,152465.0,Pre-Seed,152466.0,Private,,,,,,0,2023,4300,False
535,ReflexAI,2022-01-01,https://www.reflexai.com/,"New City, New York, United States","Artificial Intelligence, Data and Analytics, Information Technology, Software",3.0,Seed,2023-07-27,3300000.0,Seed,5550000.0,Private,,,,,,1,2022,4301,False
536,Kodama Systems,2021-01-01,http://www.kodama.ai,"Sonora, California, United States","Agriculture and Farming, Sustainability",3.0,Seed,2022-12-15,6600000.0,Seed,7200000.0,Private,,,,,,2,2021,4302,False
537,Yield Protocol,2020-01-01,https://yield.is/,"Chicago, Illinois, United States","Blockchain and Cryptocurrency, Financial Services, Other",2.0,Seed,2021-10-05,9999988.0,Seed,9999988.0,Private,,,,,,3,2020,4303,False
540,Ark Biotech,2021-01-01,https://www.ark-biotech.com,"New York, New York, United States","Biotechnology, Food and Beverage, Manufacturing, Science and Engineering",2.0,,2022-05-03,5999992.0,Venture - Series Unknown,8499992.0,Private,,,,,,2,2021,4304,False
543,Cinch,2018-01-01,http://cinch.io/,"Draper, Utah, United States","Advertising, Sales and Marketing",2.0,Seed,2022-09-28,2500000.0,Seed,5500000.0,Private,,,,,,5,2018,4305,False
544,CodeNotary,2018-01-01,https://www.codenotary.com,"Houston, Texas, United States","Data and Analytics, Information Technology, Privacy and Security, Software",3.0,Early Stage Venture,2022-09-06,6000000.0,Series B,24000000.0,Private,,,,,,5,2018,4306,False
546,Talli,2018-01-01,https://talli.me/,"Atlanta, Georgia, United States","Health Care, Internet Services, Software",3.0,Seed,2023-10-11,100000.0,Debt Financing,1820000.0,Private,,,,,,5,2018,4307,False
547,Neurophos,2020-01-01,https://www.neurophos.com/,"Durham, North Carolina, United States","Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",2.0,Seed,2023-10-03,7000000.0,Seed,7000000.0,Private,,,,,,3,2020,4308,False
550,75 & Sunny,2020-01-01,http://75andsunny.vc,"Los Angeles, California, United States","Financial Services, Lending and Investments",1.0,Seed,2021-07-07,62000000.0,Seed,62000000.0,Private,,,0.0,1.0,,3,2020,4309,False
553,Fierce,2021-01-01,https://www.getfierce.com,"New York, New York, United States","Financial Services, Sales and Marketing",1.0,Seed,2023-02-08,10000000.0,Seed,10000000.0,Private,,,0.0,1.0,,2,2021,4310,False
554,Cypris,2019-01-01,https://cypris.ai,"New York, New York, United States","Artificial Intelligence, Data and Analytics, Design, Science and Engineering, Software",4.0,Early Stage Venture,2023-01-01,4000000.0,Series A,5700000.0,Private,,,0.0,1.0,,4,2019,4311,False
560,Jellatech,2020-06-01,https://www.jellatech.com,"Raleigh, North Carolina, United States","Biotechnology, Food and Beverage, Health Care, Science and Engineering",4.0,Seed,2023-09-06,3500000.0,Seed,9000000.0,Private,,,,,,3,2020,4312,False
561,Salvo Health,2021-01-01,https://www.salvohealth.com/,"New York, New York, United States",Health Care,1.0,Seed,2022-08-08,10500000.0,Seed,10500000.0,Private,,,,,,2,2021,4313,False
564,Bespoke Financial,2018-01-01,https://bespokefinancial.com,"Los Angeles, California, United States","Community and Lifestyle, Financial Services, Food and Beverage, Health Care, Lending and Investments",4.0,Early Stage Venture,2021-12-01,125000000.0,Debt Financing,141400000.0,Private,,,,,,5,2018,4314,False
