,text_index,text_id,keyword,position,position_pct
34782,4310,4310,ai,668,86.97916666666666
34783,4310,4310,ml,709,92.31770833333334
34784,4310,4310,ml,728,94.79166666666666
34785,4310,4310,ml,749,97.52604166666666
34786,4311,4311,ai,268,33.79571248423707
34787,4311,4311,ml,360,45.39722572509458
34788,4311,4311,ai,674,84.9936948297604
34789,4312,4312,ai,17,2.65210608424337
34790,4312,4312,ai,208,32.44929797191888
34791,4313,4313,ai,37,4.363207547169811
34792,4313,4313,ai,61,7.193396226415095
34793,4313,4313,ai,246,29.009433962264154
34794,4313,4313,ai,261,30.778301886792452
34795,4313,4313,ai,295,34.7877358490566
34796,4313,4313,ai,329,38.79716981132076
34797,4313,4313,ai,458,54.009433962264154
34798,4313,4313,ai,498,58.72641509433962
34799,4313,4313,ai,570,67.21698113207547
34800,4313,4313,ai,604,71.22641509433963
34801,4313,4313,ai,606,71.4622641509434
34802,4313,4313,ai,727,85.73113207547169
34803,4313,4313,ai,838,98.82075471698113
34804,4316,4316,ai,22,2.756892230576441
34805,4316,4316,ai,37,4.636591478696742
34806,4316,4316,ai,41,5.137844611528822
34807,4316,4316,ai,101,12.656641604010025
34808,4316,4316,ai,102,12.781954887218044
34809,4316,4316,ai,277,34.711779448621556
34810,4316,4316,ai,424,53.1328320802005
34811,4316,4316,ai,681,85.33834586466166
34812,4316,4316,ai,696,87.21804511278195
34813,4316,4316,ai,700,87.71929824561403
34814,4316,4316,ai,765,95.86466165413535
34815,4316,4316,ai,766,95.98997493734336
34816,4317,4317,ai,7,0.957592339261286
34817,4317,4317,ai,209,28.59097127222982
34818,4317,4317,ai,224,30.64295485636115
34819,4317,4317,ai,280,38.303693570451436
34820,4317,4317,ai,357,48.837209302325576
34821,4317,4317,ai,403,55.12995896032832
34822,4317,4317,ai,408,55.81395348837209
34823,4317,4317,ai,415,56.771545827633375
34824,4317,4317,ai,422,57.729138166894664
34825,4317,4317,ai,440,60.191518467852255
34826,4317,4317,ai,452,61.83310533515732
34827,4317,4317,ai,553,75.64979480164159
34828,4317,4317,ai,568,77.70177838577291
34829,4318,4318,ai,197,25.095541401273884
34830,4318,4318,ai,224,28.53503184713376
34831,4318,4318,ml,358,45.605095541401276
34832,4318,4318,ai,452,57.5796178343949
34833,4318,4318,ml,547,69.68152866242038
34834,4318,4318,ai,646,82.29299363057325
34835,4318,4318,ml,724,92.22929936305732
34836,4319,4319,ai,183,31.93717277486911
34837,4319,4319,ai,385,67.19022687609075
34838,4319,4319,ai,433,75.5671902268761
34839,4319,4319,ai,454,79.23211169284468
34840,4319,4319,ai,504,87.95811518324608
34841,4319,4319,ai,566,98.77835951134381
34842,4320,4320,ai,21,2.788844621513944
34843,4320,4320,ml,31,4.116865869853918
34844,4320,4320,ai,149,19.787516600265604
34845,4320,4320,ai,237,31.47410358565737
34846,4320,4320,ai,366,48.60557768924303
34847,4320,4320,ai,373,49.53519256308101
34848,4320,4320,ai,446,59.22974767596282
34849,4320,4320,ai,534,70.91633466135458
34850,4320,4320,ai,664,88.18061088977423
34851,4321,4321,ai,208,25.710754017305316
34852,4321,4321,ai,382,47.21878862793572
34853,4321,4321,ai,545,67.36711990111249
34854,4322,4322,ai,48,5.797101449275362
34855,4322,4322,ai,51,6.159420289855073
34856,4322,4322,ai,104,12.560386473429952
34857,4322,4322,ai,311,37.56038647342995
34858,4322,4322,ai,383,46.256038647343
34859,4322,4322,ai,504,60.86956521739131
34860,4323,4323,ai,208,25.64734895191122
34861,4323,4323,ai,382,47.1023427866831
34862,4323,4323,ai,545,67.20098643649816
34863,4324,4324,chatbot,30,4.021447721179625
34864,4324,4324,chatbot,56,7.506702412868632
34865,4324,4324,chatbot,82,10.991957104557642
34866,4324,4324,chatbot,112,15.013404825737265
34867,4324,4324,ai,221,29.624664879356565
34868,4324,4324,ai,267,35.79088471849866
34869,4324,4324,ai,270,36.193029490616624
34870,4324,4324,ai,322,43.16353887399464
34871,4324,4324,ai,379,50.80428954423593
34872,4324,4324,ai,418,56.03217158176944
34873,4324,4324,ai,437,58.57908847184986
34874,4324,4324,ai,447,59.919571045576404
34875,4324,4324,ai,448,60.05361930294906
34876,4324,4324,ai,475,63.67292225201072
34877,4324,4324,ai,488,65.41554959785523
34878,4324,4324,ai,537,71.98391420911528
