,Founded Date,Industry Groups,Number of Funding Rounds,Last Funding Amount Currency (in USD),Total Funding Amount Currency (in USD),age,founding_year,source_x,text_len,closest_snapshot,ai_keyword_count,matched_keywords,Headquarters State,funding_bin,keyword_bin,fund_success,AI_bin,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Last Funding Type ORD,Series_A_bin,Number of Employees ORD
190,2019-01-01,"Consumer Goods, Food and Beverage, Manufacturing",0.0,0.0,0.0,5,2019,0,1559.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210317013502/https://www.outpostbrands.com/', 'timestamp': '20210317013502'}",0.0,0,Florida,False,False,False,False,False,True,False,False,False,0.0,False,4.0
192,2019-01-01,"Advertising, Design, Internet Services, Sales and Marketing",0.0,0.0,0.0,5,2019,0,18109.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200622214605/https://seortp.com/', 'timestamp': '20200622214605'}",0.0,0,North Carolina,False,False,False,False,False,True,False,False,False,0.0,False,1.0
194,2022-01-01,"Content and Publishing, Media and Entertainment",0.0,0.0,0.0,2,2022,0,22223.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230102162406/https://thecurrent.media/', 'timestamp': '20230102162406'}",2.0,ai,Maryland,False,True,False,False,False,False,False,False,True,0.0,False,2.0
196,2019-01-01,"Content and Publishing, Design, Manufacturing, Media and Entertainment",0.0,0.0,0.0,5,2019,0,15177.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210123161215/https://eramoto.com/', 'timestamp': '20210123161215'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
198,2020-05-10,"Apps, Information Technology, Internet Services, Professional Services, Software",0.0,0.0,0.0,3,2020,0,17725.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210214024250/https://flutteragency.com/', 'timestamp': '20210214024250'}",0.0,0,Florida,False,False,False,False,False,False,True,False,False,0.0,False,2.0
201,2021-01-01,"Consumer Goods, Design, Manufacturing",0.0,0.0,0.0,3,2021,0,1613.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220113133341/https://www.delaviesciences.com/', 'timestamp': '20220113133341'}",0.0,0,Massachusetts,False,False,False,False,False,False,False,True,False,0.0,False,2.0
202,2022-09-28,Real Estate,0.0,0.0,0.0,1,2022,0,9822.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230107100426/https://www.cleanments.com/', 'timestamp': '20230107100426'}",0.0,0,New York,False,False,False,False,False,False,False,False,True,0.0,False,1.0
204,2020-01-01,"Advertising, Media and Entertainment, Professional Services, Sales and Marketing",0.0,0.0,0.0,4,2020,0,7407.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201228192120/https://sundaypaper.com/', 'timestamp': '20201228192120'}",0.0,0,Wisconsin,False,False,False,False,False,False,True,False,False,0.0,False,1.0
205,2021-01-01,"Artificial Intelligence (AI), Data and Analytics, Health Care, Science and Engineering, Software",0.0,0.0,0.0,3,2021,0,124.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220129114609/https://www.ethermed.ai/', 'timestamp': '20220129114609'}",1.0,ai,New York,False,True,False,True,False,False,False,True,False,0.0,False,2.0
206,2022-01-01,"Education, Internet Services, Software",0.0,0.0,0.0,2,2022,0,112004.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20231030115917/https://goldstandardcertifications.com/', 'timestamp': '20231030115917'}",0.0,0,Texas,False,False,False,False,False,False,False,False,True,0.0,False,2.0
208,2019-01-01,Transportation,0.0,0.0,0.0,5,2019,0,9983.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20190726183711/http://greshamtransportation.com/', 'timestamp': '20190726183711'}",0.0,0,Georgia,False,False,False,False,False,True,False,False,False,0.0,False,4.0
209,2021-01-01,"Administrative Services, Data and Analytics, Information Technology",0.0,0.0,0.0,3,2021,0,761.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211226221648/https://etapeneuf.com/', 'timestamp': '20211226221648'}",0.0,0,Georgia,False,False,False,False,False,False,False,True,False,0.0,False,3.0
211,2020-01-01,Health Care,0.0,0.0,0.0,4,2020,0,3466.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220216092328/https://www.homedoctors4u.com/', 'timestamp': '20220216092328'}",0.0,0,Illinois,False,False,False,False,False,False,True,False,False,0.0,False,1.0
212,2021-01-01,"Administrative Services, Professional Services, Sales and Marketing",0.0,0.0,0.0,3,2021,0,24766.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220118131143/https://prima.systems/', 'timestamp': '20220118131143'}",2.0,"ml, artificial intelligence",New Jersey,False,True,False,False,False,False,False,True,False,0.0,False,5.0
213,2022-05-19,"Health Care, Information Technology, Sports",1.0,200000.0,200000.0,1,2022,0,14128.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230606234529/https://houseofflow.io/', 'timestamp': '20230606234529'}",0.0,0,California,True,False,False,False,False,False,False,False,True,2.0,False,1.0
216,2022-01-01,"Content and Publishing, Media and Entertainment, Professional Services",0.0,0.0,0.0,2,2022,0,17041.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20231210211546/https://potatochip.nyc/', 'timestamp': '20231210211546'}",0.0,0,New York,False,False,False,False,False,False,False,False,True,0.0,False,1.0
217,2019-05-12,"Advertising, Design, Internet Services, Sales and Marketing, Software",0.0,0.0,0.0,4,2019,0,29609.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200509131103/https://kallenmedia.com/', 'timestamp': '20200509131103'}",0.0,0,Arizona,False,False,False,False,False,True,False,False,False,0.0,False,3.0
218,2022-01-01,"Energy, Software",1.0,0.0,0.0,2,2022,0,8297.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221206064754/https://peoplesenergyanalytics.com/', 'timestamp': '20221206064754'}",0.0,0,Pennsylvania,False,False,False,False,False,False,False,False,True,2.0,False,1.0
219,2019-01-01,"Community and Lifestyle, Financial Services, Other, Professional Services",0.0,0.0,0.0,5,2019,0,10847.0,,0.0,0,Maryland,False,False,False,False,False,True,False,False,False,0.0,False,2.0
221,2022-03-01,"Administrative Services, Apps, Community and Lifestyle, Education, Mobile, Professional Services, Software",0.0,0.0,0.0,2,2022,0,2882.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230421202309/https://www.joinworkup.com/', 'timestamp': '20230421202309'}",0.0,0,California,False,False,False,False,False,False,False,False,True,0.0,False,1.0
225,2018-04-30,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",0.0,0.0,0.0,5,2018,0,100.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20180825011310/https://graphmetrix.com/', 'timestamp': '20180825011310'}",0.0,0,California,False,False,False,True,True,False,False,False,False,0.0,False,1.0
226,2020-01-01,"Advertising, Internet Services, Sales and Marketing, Software",0.0,0.0,0.0,4,2020,0,15835.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210119073847/http://wehaveideas.com/', 'timestamp': '20210119073847'}",0.0,0,North Carolina,False,False,False,False,False,False,True,False,False,0.0,False,2.0
227,2022-01-01,"Energy, Sales and Marketing",0.0,0.0,0.0,2,2022,0,3442.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221128120056/https://214consulting.com/', 'timestamp': '20221128120056'}",0.0,0,Texas,False,False,False,False,False,False,False,False,True,0.0,False,2.0
230,2020-10-19,"Artificial Intelligence (AI), Data and Analytics, Design, Science and Engineering, Software",0.0,0.0,0.0,3,2020,0,10330.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210206032231/https://myyov.com/', 'timestamp': '20210206032231'}",1.0,ai,California,False,True,False,True,False,False,True,False,False,0.0,False,1.0
231,2020-09-01,"Financial Services, Real Estate",1.0,0.0,0.0,3,2020,0,30069.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210622131226/https://www.owncoral.com/', 'timestamp': '20210622131226'}",0.0,0,New York,False,False,False,False,False,False,True,False,False,1.0,False,1.0
234,2021-01-01,"Information Technology, Internet Services, Professional Services, Sales and Marketing, Software",0.0,0.0,0.0,3,2021,0,13759.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220115075604/https://www.fullstackmarketing.co/', 'timestamp': '20220115075604'}",0.0,0,California,False,False,False,False,False,False,False,True,False,0.0,False,1.0
235,2019-01-01,"Apps, Design, Information Technology, Internet Services, Mobile, Other, Software",0.0,0.0,0.0,5,2019,0,4072.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200810055623/https://www.eit.services/', 'timestamp': '20200810055623'}",0.0,0,Virginia,False,False,False,False,False,True,False,False,False,0.0,False,1.0
236,2020-01-01,"Community and Lifestyle, Media and Entertainment, Music and Audio, Other, Social Impact",0.0,0.0,0.0,4,2020,0,744.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210415103204/https://www.oopsmn.org/', 'timestamp': '20210415103204'}",0.0,0,Minnesota,False,False,False,False,False,False,True,False,False,0.0,False,1.0
238,2019-01-01,"Financial Services, Professional Services, Real Estate",0.0,0.0,0.0,5,2019,0,29492.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210415223711/https://www.valorhomemortgage.com/', 'timestamp': '20210415223711'}",0.0,0,Georgia,False,False,False,False,False,True,False,False,False,0.0,False,1.0
239,2019-01-01,"Financial Services, Internet Services, Media and Entertainment",0.0,0.0,0.0,5,2019,0,28149.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20200328071919/https://shinyloans.com/', 'timestamp': '20200328071919'}",0.0,0,Missouri,False,False,False,False,False,True,False,False,False,0.0,False,1.0
240,2020-01-01,"Information Technology, Privacy and Security, Software",0.0,0.0,0.0,4,2020,0,20131.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210916182824/https://procloudsaas.com/', 'timestamp': '20210916182824'}",6.0,"machine learning, ai",Arizona,False,True,False,False,False,False,True,False,False,0.0,False,2.0
241,2020-01-01,"Education, Professional Services, Sales and Marketing",0.0,0.0,0.0,4,2020,0,37892.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201130222354/https://intunecollective.com/', 'timestamp': '20201130222354'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
242,2019-01-01,Health Care,0.0,0.0,0.0,5,2019,0,27726.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210213132358/https://www.buddies4life.us/', 'timestamp': '20210213132358'}",0.0,0,Utah,False,False,False,False,False,True,False,False,False,0.0,False,2.0
243,2021-01-01,"Professional Services, Science and Engineering, Sustainability",1.0,0.0,0.0,3,2021,0,2807.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230120181242/https://www.carboniferous.co/', 'timestamp': '20230120181242'}",0.0,0,California,False,False,False,False,False,False,False,True,False,2.0,False,1.0
244,2020-01-01,"Education, Health Care, Software",0.0,0.0,0.0,4,2020,0,15083.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210116135217/https://zensmed.com/', 'timestamp': '20210116135217'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
249,2020-06-01,Software,0.0,0.0,0.0,3,2020,0,12105.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201119185126/https://www.firewards.com/', 'timestamp': '20201119185126'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
253,2019-01-01,"Information Technology, Internet Services",0.0,0.0,0.0,5,2019,0,27098.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201031215435/https://flexinumber.com/', 'timestamp': '20201031215435'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,2.0
254,2020-04-22,"Internet Services, Software",0.0,0.0,0.0,3,2020,0,21244.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210117190541/https://pory.io/', 'timestamp': '20210117190541'}",0.0,0,Delaware,False,False,False,False,False,False,True,False,False,0.0,False,1.0
256,2020-10-05,"Clothing and Apparel, Commerce and Shopping, Content and Publishing, Design, Media and Entertainment, Professional Services, Sales and Marketing",0.0,0.0,0.0,3,2020,0,1731.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201031224046/https://jmsinspired.com/', 'timestamp': '20201031224046'}",0.0,0,Arizona,False,False,False,False,False,False,True,False,False,0.0,False,1.0
257,2022-01-01,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",0.0,0.0,0.0,2,2022,0,1427.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20230118203333/https://www.getmaestro.ai/', 'timestamp': '20230118203333'}",5.0,ai,Washington,False,True,False,True,False,False,False,False,True,0.0,False,1.0
262,2019-01-01,Health Care,0.0,0.0,0.0,5,2019,0,560.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20191004230054/https://redapple.ai/', 'timestamp': '20191004230054'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
266,2021-01-01,"Blockchain and Cryptocurrency, Media and Entertainment, Other",0.0,0.0,0.0,3,2021,0,18090.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211212204904/https://patrn.me/', 'timestamp': '20211212204904'}",0.0,0,Wyoming,False,False,False,False,False,False,False,True,False,0.0,False,1.0
268,2021-01-01,"Community and Lifestyle, Design, Other, Real Estate",0.0,0.0,0.0,3,2021,0,15153.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20211203224631/https://www.thenimblenest.com/', 'timestamp': '20211203224631'}",0.0,0,California,False,False,False,False,False,False,False,True,False,0.0,False,1.0
270,2020-01-01,Internet Services,0.0,0.0,0.0,4,2020,0,143811.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201221162539/https://www.idcrawl.com/', 'timestamp': '20201221162539'}",0.0,0,New York,False,False,False,False,False,False,True,False,False,0.0,False,1.0
271,2022-01-31,Design,0.0,0.0,0.0,2,2022,0,11736.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20221219174402/https://remotemountain.com/', 'timestamp': '20221219174402'}",0.0,0,New York,False,False,False,False,False,False,False,False,True,0.0,False,1.0
272,2019-01-01,"Apps, Information Technology, Software",0.0,0.0,0.0,5,2019,0,10976.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210217041513/http://qualilogic.com/', 'timestamp': '20210217041513'}",0.0,0,California,False,False,False,False,False,True,False,False,False,0.0,False,1.0
274,2020-01-01,"Advertising, Information Technology, Professional Services, Sales and Marketing, Software",0.0,0.0,0.0,4,2020,0,6132.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20201124125040/https://therevenant.io/', 'timestamp': '20201124125040'}",0.0,0,California,False,False,False,False,False,False,True,False,False,0.0,False,1.0
277,2020-01-01,"Health Care, Professional Services",0.0,0.0,0.0,4,2020,0,24989.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20210311060937/https://www.pyramidonlinecounseling.com/', 'timestamp': '20210311060937'}",0.0,0,Pennsylvania,False,False,False,False,False,False,True,False,False,0.0,False,2.0
279,2021-03-01,Commerce and Shopping,0.0,0.0,0.0,3,2021,0,78713.0,"{'status': '200', 'available': True, 'url': 'http://web.archive.org/web/20220118131844/https://www.partyglowz.com/', 'timestamp': '20220118131844'}",0.0,0,California,False,False,False,False,False,False,False,True,False,0.0,False,2.0
